"","ID","Age","flights","duration","max","Treatment","colonie","Date"
"L 5156.14597","L 5156",7,0,0,18,"control","L",2016-06-12
"L 5156.14598","L 5156",8,1,2.91666666666667,18,"control","L",2016-06-12
"L 5156.14599","L 5156",9,2,58.95,18,"control","L",2016-06-12
"L 5156.14600","L 5156",10,2,65.2166666666666,18,"control","L",2016-06-12
"L 5156.14601","L 5156",11,2,103.416666666667,18,"control","L",2016-06-12
"L 5156.14602","L 5156",12,7,194.95,18,"control","L",2016-06-12
"L 5156.14603","L 5156",13,9,129.583333333333,18,"control","L",2016-06-12
"L 5156.14604","L 5156",14,2,319.083333333333,18,"control","L",2016-06-12
"L 5156.14605","L 5156",15,0,0,18,"control","L",2016-06-12
"L 5156.14606","L 5156",16,10,145.533333333333,18,"control","L",2016-06-12
"L 5156.14607","L 5156",17,3,228.316666666667,18,"control","L",2016-06-12
"L 5156.14608","L 5156",18,2,312.366666666667,18,"control","L",2016-06-12
"L 5157.14631","L 5157",6,1,3.33333333333333,13,"control","L",2016-06-07
"L 5157.14632","L 5157",7,0,0,13,"control","L",2016-06-07
"L 5157.14633","L 5157",8,0,0,13,"control","L",2016-06-07
"L 5157.14634","L 5157",9,0,0,13,"control","L",2016-06-07
"L 5157.14635","L 5157",10,1,4.41666666666667,13,"control","L",2016-06-07
"L 5157.14636","L 5157",11,1,2.01666666666667,13,"control","L",2016-06-07
"L 5157.14637","L 5157",12,0,0,13,"control","L",2016-06-07
"L 5157.14638","L 5157",13,1,2.5,13,"control","L",2016-06-07
"L 5158.14666","L 5158",6,0,0,21,"control","L",2016-06-15
"L 5158.14667","L 5158",7,1,4.58333333333333,21,"control","L",2016-06-15
"L 5158.14668","L 5158",8,0,0,21,"control","L",2016-06-15
"L 5158.14669","L 5158",9,0,0,21,"control","L",2016-06-15
"L 5158.14670","L 5158",10,0,0,21,"control","L",2016-06-15
"L 5158.14671","L 5158",11,0,0,21,"control","L",2016-06-15
"L 5158.14672","L 5158",12,0,0,21,"control","L",2016-06-15
"L 5158.14673","L 5158",13,0,0,21,"control","L",2016-06-15
"L 5158.14674","L 5158",14,0,0,21,"control","L",2016-06-15
"L 5158.14675","L 5158",15,0,0,21,"control","L",2016-06-15
"L 5158.14676","L 5158",16,1,3.51666666666667,21,"control","L",2016-06-15
"L 5158.14677","L 5158",17,3,44.9833333333333,21,"control","L",2016-06-15
"L 5158.14678","L 5158",18,2,33.9166666666667,21,"control","L",2016-06-15
"L 5158.14679","L 5158",19,1,50.55,21,"control","L",2016-06-15
"L 5158.14680","L 5158",20,2,133.583333333333,21,"control","L",2016-06-15
"L 5158.14681","L 5158",21,1,28.4166666666667,21,"control","L",2016-06-15
"L 5159.14701","L 5159",6,1,7.55,23,"control","L",2016-06-17
"L 5159.14702","L 5159",7,1,3.85,23,"control","L",2016-06-17
"L 5159.14703","L 5159",8,0,0,23,"control","L",2016-06-17
"L 5159.14704","L 5159",9,0,0,23,"control","L",2016-06-17
"L 5159.14705","L 5159",10,2,45.45,23,"control","L",2016-06-17
"L 5159.14706","L 5159",11,3,216.966666666667,23,"control","L",2016-06-17
"L 5159.14707","L 5159",12,3,225.866666666667,23,"control","L",2016-06-17
"L 5159.14708","L 5159",13,3,240.183333333333,23,"control","L",2016-06-17
"L 5159.14709","L 5159",14,2,113.95,23,"control","L",2016-06-17
"L 5159.14710","L 5159",15,0,0,23,"control","L",2016-06-17
"L 5159.14711","L 5159",16,5,300.483333333333,23,"control","L",2016-06-17
"L 5159.14712","L 5159",17,5,356.1,23,"control","L",2016-06-17
"L 5159.14713","L 5159",18,3,312.2,23,"control","L",2016-06-17
"L 5159.14714","L 5159",19,5,356.316666666667,23,"control","L",2016-06-17
"L 5159.14715","L 5159",20,4,224.333333333333,23,"control","L",2016-06-17
"L 5159.14716","L 5159",21,2,167.466666666666,23,"control","L",2016-06-17
"L 5159.14717","L 5159",22,1,31.35,23,"control","L",2016-06-17
"L 5159.14718","L 5159",23,3,280.95,23,"control","L",2016-06-17
"L 5160.14736","L 5160",6,0,0,15,"control","L",2016-06-09
"L 5160.14737","L 5160",7,1,5.08333333333333,15,"control","L",2016-06-09
"L 5160.14738","L 5160",8,0,0,15,"control","L",2016-06-09
"L 5160.14739","L 5160",9,0,0,15,"control","L",2016-06-09
"L 5160.14740","L 5160",10,0,0,15,"control","L",2016-06-09
"L 5160.14741","L 5160",11,1,4.55,15,"control","L",2016-06-09
"L 5160.14742","L 5160",12,0,0,15,"control","L",2016-06-09
"L 5160.14743","L 5160",13,0,0,15,"control","L",2016-06-09
"L 5160.14744","L 5160",14,0,0,15,"control","L",2016-06-09
"L 5160.14745","L 5160",15,2,13.85,15,"control","L",2016-06-09
"L 5161.14771","L 5161",6,0,0,10,"control","L",2016-06-04
"L 5161.14772","L 5161",7,0,0,10,"control","L",2016-06-04
"L 5161.14773","L 5161",8,1,5.05,10,"control","L",2016-06-04
"L 5161.14774","L 5161",9,5,280.916666666666,10,"control","L",2016-06-04
"L 5161.14775","L 5161",10,9,448.95,10,"control","L",2016-06-04
"L 5162.14806","L 5162",6,0,0,28,"control","L",2016-06-22
"L 5162.14807","L 5162",7,1,21.8833333333333,28,"control","L",2016-06-22
"L 5162.14808","L 5162",8,0,0,28,"control","L",2016-06-22
"L 5162.14809","L 5162",9,0,0,28,"control","L",2016-06-22
"L 5162.14810","L 5162",10,0,0,28,"control","L",2016-06-22
"L 5162.14811","L 5162",11,0,0,28,"control","L",2016-06-22
"L 5162.14812","L 5162",12,1,10,28,"control","L",2016-06-22
"L 5162.14813","L 5162",13,0,0,28,"control","L",2016-06-22
"L 5162.14814","L 5162",14,1,13.9,28,"control","L",2016-06-22
"L 5162.14815","L 5162",15,0,0,28,"control","L",2016-06-22
"L 5162.14816","L 5162",16,0,0,28,"control","L",2016-06-22
"L 5162.14817","L 5162",17,2,9.01666666666667,28,"control","L",2016-06-22
"L 5162.14818","L 5162",18,0,0,28,"control","L",2016-06-22
"L 5162.14819","L 5162",19,1,5.28333333333333,28,"control","L",2016-06-22
"L 5162.14820","L 5162",20,4,6.18333333333332,28,"control","L",2016-06-22
"L 5162.14821","L 5162",21,1,200.516666666667,28,"control","L",2016-06-22
"L 5162.14822","L 5162",22,1,2.28333333333333,28,"control","L",2016-06-22
"L 5162.14823","L 5162",23,2,18.5,28,"control","L",2016-06-22
"L 5162.14824","L 5162",24,0,0,28,"control","L",2016-06-22
"L 5162.14825","L 5162",25,0,0,28,"control","L",2016-06-22
"L 5162.14826","L 5162",26,0,0,28,"control","L",2016-06-22
"L 5162.14827","L 5162",27,1,8.58333333333333,28,"control","L",2016-06-22
"L 5162.14828","L 5162",28,2,356.383333333333,28,"control","L",2016-06-22
"L 5163.14841","L 5163",6,0,0,9,"control","L",2016-06-03
"L 5163.14842","L 5163",7,0,0,9,"control","L",2016-06-03
"L 5163.14843","L 5163",8,1,2.73333333333333,9,"control","L",2016-06-03
"L 5163.14844","L 5163",9,2,6.33333333333333,9,"control","L",2016-06-03
"L 5164.14876","L 5164",6,0,0,8,"control","L",2016-06-02
"L 5164.14877","L 5164",7,0,0,8,"control","L",2016-06-02
"L 5164.14878","L 5164",8,1,2.8,8,"control","L",2016-06-02
"L 5165.14911","L 5165",6,0,0,29,"control","L",2016-06-23
"L 5165.14912","L 5165",7,1,4.03333333333333,29,"control","L",2016-06-23
"L 5165.14913","L 5165",8,0,0,29,"control","L",2016-06-23
"L 5165.14914","L 5165",9,0,0,29,"control","L",2016-06-23
"L 5165.14915","L 5165",10,1,2.75,29,"control","L",2016-06-23
"L 5165.14916","L 5165",11,3,68.9499999999999,29,"control","L",2016-06-23
"L 5165.14917","L 5165",12,4,240.983333333333,29,"control","L",2016-06-23
"L 5165.14918","L 5165",13,3,203.366666666667,29,"control","L",2016-06-23
"L 5165.14919","L 5165",14,5,368.633333333334,29,"control","L",2016-06-23
"L 5165.14920","L 5165",15,1,92.9833333333333,29,"control","L",2016-06-23
"L 5165.14921","L 5165",16,4,436.833333333334,29,"control","L",2016-06-23
"L 5165.14922","L 5165",17,5,510.833333333334,29,"control","L",2016-06-23
"L 5165.14923","L 5165",18,4,440.75,29,"control","L",2016-06-23
"L 5165.14924","L 5165",19,5,486.866666666667,29,"control","L",2016-06-23
"L 5165.14925","L 5165",20,5,474.216666666667,29,"control","L",2016-06-23
"L 5165.14926","L 5165",21,3,318.516666666667,29,"control","L",2016-06-23
"L 5165.14927","L 5165",22,2,93.3333333333333,29,"control","L",2016-06-23
"L 5165.14928","L 5165",23,7,507.95,29,"control","L",2016-06-23
"L 5165.14929","L 5165",24,1,123.033333333333,29,"control","L",2016-06-23
"L 5165.14930","L 5165",25,0,0,29,"control","L",2016-06-23
"L 5165.14931","L 5165",26,5,481.549999999999,29,"control","L",2016-06-23
"L 5165.14932","L 5165",27,5,409.666666666667,29,"control","L",2016-06-23
"L 5165.14933","L 5165",28,3,358.75,29,"control","L",2016-06-23
"L 5165.14934","L 5165",29,1,152.616666666667,29,"control","L",2016-06-23
"L 5167.14946","L 5167",6,0,0,12,"control","L",2016-06-06
"L 5167.14947","L 5167",7,0,0,12,"control","L",2016-06-06
"L 5167.14948","L 5167",8,0,0,12,"control","L",2016-06-06
"L 5167.14949","L 5167",9,0,0,12,"control","L",2016-06-06
"L 5167.14950","L 5167",10,0,0,12,"control","L",2016-06-06
"L 5167.14951","L 5167",11,0,0,12,"control","L",2016-06-06
"L 5167.14952","L 5167",12,1,5.83333333333333,12,"control","L",2016-06-06
"L 5168.14981","L 5168",6,0,0,13,"control","L",2016-06-07
"L 5168.14982","L 5168",7,1,2.9,13,"control","L",2016-06-07
"L 5168.14983","L 5168",8,1,2.46666666666667,13,"control","L",2016-06-07
"L 5168.14984","L 5168",9,1,2.11666666666667,13,"control","L",2016-06-07
"L 5168.14985","L 5168",10,3,176.816666666667,13,"control","L",2016-06-07
"L 5168.14986","L 5168",11,4,273.216666666666,13,"control","L",2016-06-07
"L 5168.14987","L 5168",12,5,190.733333333333,13,"control","L",2016-06-07
"L 5168.14988","L 5168",13,3,47.2333333333333,13,"control","L",2016-06-07
"L 5170.15016","L 5170",6,0,0,14,"control","L",2016-06-08
"L 5170.15017","L 5170",7,2,6.93333333333334,14,"control","L",2016-06-08
"L 5170.15018","L 5170",8,1,3.61666666666667,14,"control","L",2016-06-08
"L 5170.15019","L 5170",9,1,3.7,14,"control","L",2016-06-08
"L 5170.15020","L 5170",10,4,159.016666666667,14,"control","L",2016-06-08
"L 5170.15021","L 5170",11,3,284.2,14,"control","L",2016-06-08
"L 5170.15022","L 5170",12,2,177.5,14,"control","L",2016-06-08
"L 5170.15023","L 5170",13,3,317.6,14,"control","L",2016-06-08
"L 5170.15024","L 5170",14,3,439.166666666667,14,"control","L",2016-06-08
"L 5171.15051","L 5171",6,0,0,29,"control","L",2016-06-23
"L 5171.15052","L 5171",7,1,6.88333333333333,29,"control","L",2016-06-23
"L 5171.15053","L 5171",8,0,0,29,"control","L",2016-06-23
"L 5171.15054","L 5171",9,0,0,29,"control","L",2016-06-23
"L 5171.15055","L 5171",10,0,0,29,"control","L",2016-06-23
"L 5171.15056","L 5171",11,1,9.33333333333333,29,"control","L",2016-06-23
"L 5171.15057","L 5171",12,0,0,29,"control","L",2016-06-23
"L 5171.15058","L 5171",13,1,3.73333333333333,29,"control","L",2016-06-23
"L 5171.15059","L 5171",14,0,0,29,"control","L",2016-06-23
"L 5171.15060","L 5171",15,0,0,29,"control","L",2016-06-23
"L 5171.15061","L 5171",16,0,0,29,"control","L",2016-06-23
"L 5171.15062","L 5171",17,1,6.06666666666667,29,"control","L",2016-06-23
"L 5171.15063","L 5171",18,3,7.8,29,"control","L",2016-06-23
"L 5171.15064","L 5171",19,4,43.4833333333333,29,"control","L",2016-06-23
"L 5171.15065","L 5171",20,7,102.883333333333,29,"control","L",2016-06-23
"L 5171.15066","L 5171",21,4,167.483333333333,29,"control","L",2016-06-23
"L 5171.15067","L 5171",22,2,49.0166666666666,29,"control","L",2016-06-23
"L 5171.15068","L 5171",23,3,198.016666666667,29,"control","L",2016-06-23
"L 5171.15069","L 5171",24,1,47.8833333333333,29,"control","L",2016-06-23
"L 5171.15070","L 5171",25,0,0,29,"control","L",2016-06-23
"L 5171.15071","L 5171",26,6,420.066666666667,29,"control","L",2016-06-23
"L 5171.15072","L 5171",27,5,485.333333333333,29,"control","L",2016-06-23
"L 5171.15073","L 5171",28,2,161.2,29,"control","L",2016-06-23
"L 5171.15074","L 5171",29,3,134.533333333333,29,"control","L",2016-06-23
"L 5173.15086","L 5173",6,0,0,16,"control","L",2016-06-10
"L 5173.15087","L 5173",7,1,8.13333333333333,16,"control","L",2016-06-10
"L 5173.15088","L 5173",8,0,0,16,"control","L",2016-06-10
"L 5173.15089","L 5173",9,1,4.38333333333333,16,"control","L",2016-06-10
"L 5173.15090","L 5173",10,0,0,16,"control","L",2016-06-10
"L 5173.15091","L 5173",11,1,4.4,16,"control","L",2016-06-10
"L 5173.15092","L 5173",12,0,0,16,"control","L",2016-06-10
"L 5173.15093","L 5173",13,0,0,16,"control","L",2016-06-10
"L 5173.15094","L 5173",14,0,0,16,"control","L",2016-06-10
"L 5173.15095","L 5173",15,0,0,16,"control","L",2016-06-10
"L 5173.15096","L 5173",16,1,5.43333333333333,16,"control","L",2016-06-10
"L 5174.15121","L 5174",6,0,0,13,"control","L",2016-06-07
"L 5174.15122","L 5174",7,0,0,13,"control","L",2016-06-07
"L 5174.15123","L 5174",8,1,3.65,13,"control","L",2016-06-07
"L 5174.15124","L 5174",9,0,0,13,"control","L",2016-06-07
"L 5174.15125","L 5174",10,1,3.33333333333333,13,"control","L",2016-06-07
"L 5174.15126","L 5174",11,0,0,13,"control","L",2016-06-07
"L 5174.15127","L 5174",12,3,112.366666666667,13,"control","L",2016-06-07
"L 5174.15128","L 5174",13,1,74.6666666666667,13,"control","L",2016-06-07
"L 5900.16206","L 5900",6,0,0,18,"control","L",2016-06-25
"L 5900.16207","L 5900",7,0,0,18,"control","L",2016-06-25
"L 5900.16208","L 5900",8,1,4.28333333333333,18,"control","L",2016-06-25
"L 5900.16209","L 5900",9,2,4.65,18,"control","L",2016-06-25
"L 5900.16210","L 5900",10,3,230.466666666667,18,"control","L",2016-06-25
"L 5900.16211","L 5900",11,0,0,18,"control","L",2016-06-25
"L 5900.16212","L 5900",12,0,0,18,"control","L",2016-06-25
"L 5900.16213","L 5900",13,4,269.75,18,"control","L",2016-06-25
"L 5900.16214","L 5900",14,2,206.05,18,"control","L",2016-06-25
"L 5900.16215","L 5900",15,1,128.933333333333,18,"control","L",2016-06-25
"L 5900.16216","L 5900",16,2,149.066666666667,18,"control","L",2016-06-25
"L 5900.16217","L 5900",17,6,380.766666666667,18,"control","L",2016-06-25
"L 5900.16218","L 5900",18,4,256.666666666667,18,"control","L",2016-06-25
"L 5901.16241","L 5901",6,1,11.0333333333333,10,"control","L",2016-06-17
"L 5901.16242","L 5901",7,0,0,10,"control","L",2016-06-17
"L 5901.16243","L 5901",8,0,0,10,"control","L",2016-06-17
"L 5901.16244","L 5901",9,0,0,10,"control","L",2016-06-17
"L 5901.16245","L 5901",10,1,3.45,10,"control","L",2016-06-17
"L 5903.16276","L 5903",6,1,10.65,11,"control","L",2016-06-18
"L 5903.16277","L 5903",7,2,7.85,11,"control","L",2016-06-18
"L 5903.16278","L 5903",8,3,161.55,11,"control","L",2016-06-18
"L 5903.16279","L 5903",9,1,41.6666666666667,11,"control","L",2016-06-18
"L 5903.16280","L 5903",10,4,410.583333333333,11,"control","L",2016-06-18
"L 5903.16281","L 5903",11,1,125.083333333333,11,"control","L",2016-06-18
"L 5904.16311","L 5904",6,0,0,20,"control","L",2016-06-27
"L 5904.16312","L 5904",7,0,0,20,"control","L",2016-06-27
"L 5904.16313","L 5904",8,0,0,20,"control","L",2016-06-27
"L 5904.16314","L 5904",9,0,0,20,"control","L",2016-06-27
"L 5904.16315","L 5904",10,1,2.1,20,"control","L",2016-06-27
"L 5904.16316","L 5904",11,0,0,20,"control","L",2016-06-27
"L 5904.16317","L 5904",12,0,0,20,"control","L",2016-06-27
"L 5904.16318","L 5904",13,4,241.583333333334,20,"control","L",2016-06-27
"L 5904.16319","L 5904",14,3,205.4,20,"control","L",2016-06-27
"L 5904.16320","L 5904",15,3,120.766666666667,20,"control","L",2016-06-27
"L 5904.16321","L 5904",16,4,249.116666666667,20,"control","L",2016-06-27
"L 5904.16322","L 5904",17,3,175.466666666667,20,"control","L",2016-06-27
"L 5904.16323","L 5904",18,4,280.783333333333,20,"control","L",2016-06-27
"L 5904.16324","L 5904",19,2,182,20,"control","L",2016-06-27
"L 5904.16325","L 5904",20,2,170.633333333333,20,"control","L",2016-06-27
"L 5905.16346","L 5905",6,0,0,18,"control","L",2016-06-25
"L 5905.16347","L 5905",7,0,0,18,"control","L",2016-06-25
"L 5905.16348","L 5905",8,2,77.35,18,"control","L",2016-06-25
"L 5905.16349","L 5905",9,0,0,18,"control","L",2016-06-25
"L 5905.16350","L 5905",10,3,228.6,18,"control","L",2016-06-25
"L 5905.16351","L 5905",11,1,89.8166666666667,18,"control","L",2016-06-25
"L 5905.16352","L 5905",12,0,0,18,"control","L",2016-06-25
"L 5905.16353","L 5905",13,2,263.483333333333,18,"control","L",2016-06-25
"L 5905.16354","L 5905",14,0,0,18,"control","L",2016-06-25
"L 5905.16355","L 5905",15,1,85.3166666666667,18,"control","L",2016-06-25
"L 5905.16356","L 5905",16,3,308.95,18,"control","L",2016-06-25
"L 5905.16357","L 5905",17,4,324.566666666667,18,"control","L",2016-06-25
"L 5905.16358","L 5905",18,3,346.85,18,"control","L",2016-06-25
"L 5906.16381","L 5906",6,0,0,11,"control","L",2016-06-18
"L 5906.16382","L 5906",7,1,9.2,11,"control","L",2016-06-18
"L 5906.16383","L 5906",8,0,0,11,"control","L",2016-06-18
"L 5906.16384","L 5906",9,2,19.8,11,"control","L",2016-06-18
"L 5906.16385","L 5906",10,3,46.85,11,"control","L",2016-06-18
"L 5906.16386","L 5906",11,1,23.4166666666667,11,"control","L",2016-06-18
"L 5907.16416","L 5907",6,0,0,18,"control","L",2016-06-25
"L 5907.16417","L 5907",7,1,8.35,18,"control","L",2016-06-25
"L 5907.16418","L 5907",8,1,4.88333333333333,18,"control","L",2016-06-25
"L 5907.16419","L 5907",9,0,0,18,"control","L",2016-06-25
"L 5907.16420","L 5907",10,3,9.66666666666667,18,"control","L",2016-06-25
"L 5907.16421","L 5907",11,0,0,18,"control","L",2016-06-25
"L 5907.16422","L 5907",12,0,0,18,"control","L",2016-06-25
"L 5907.16423","L 5907",13,5,143.116666666667,18,"control","L",2016-06-25
"L 5907.16424","L 5907",14,1,77.65,18,"control","L",2016-06-25
"L 5907.16425","L 5907",15,4,327.216666666667,18,"control","L",2016-06-25
"L 5907.16426","L 5907",16,1,171.933333333333,18,"control","L",2016-06-25
"L 5907.16427","L 5907",17,3,186.05,18,"control","L",2016-06-25
"L 5907.16428","L 5907",18,1,42.9833333333333,18,"control","L",2016-06-25
"L 5908.16451","L 5908",6,1,80.2,13,"control","L",2016-06-20
"L 5908.16452","L 5908",7,0,0,13,"control","L",2016-06-20
"L 5908.16453","L 5908",8,2,7.81666666666667,13,"control","L",2016-06-20
"L 5908.16454","L 5908",9,0,0,13,"control","L",2016-06-20
"L 5908.16455","L 5908",10,2,6.81666666666667,13,"control","L",2016-06-20
"L 5908.16456","L 5908",11,0,0,13,"control","L",2016-06-20
"L 5908.16457","L 5908",12,0,0,13,"control","L",2016-06-20
"L 5908.16458","L 5908",13,1,49.5,13,"control","L",2016-06-20
"L 5910.16486","L 5910",6,1,7.05,18,"control","L",2016-06-25
"L 5910.16487","L 5910",7,0,0,18,"control","L",2016-06-25
"L 5910.16488","L 5910",8,0,0,18,"control","L",2016-06-25
"L 5910.16489","L 5910",9,0,0,18,"control","L",2016-06-25
"L 5910.16490","L 5910",10,1,4.71666666666667,18,"control","L",2016-06-25
"L 5910.16491","L 5910",11,0,0,18,"control","L",2016-06-25
"L 5910.16492","L 5910",12,0,0,18,"control","L",2016-06-25
"L 5910.16493","L 5910",13,1,1.73333333333333,18,"control","L",2016-06-25
"L 5910.16494","L 5910",14,3,101.983333333333,18,"control","L",2016-06-25
"L 5910.16495","L 5910",15,2,106.75,18,"control","L",2016-06-25
"L 5910.16496","L 5910",16,1,52.8833333333333,18,"control","L",2016-06-25
"L 5910.16497","L 5910",17,4,276.066666666666,18,"control","L",2016-06-25
"L 5910.16498","L 5910",18,1,40.65,18,"control","L",2016-06-25
"L 5913.16521","L 5913",6,1,12.2166666666667,24,"control","L",2016-07-01
"L 5913.16522","L 5913",7,0,0,24,"control","L",2016-07-01
"L 5913.16523","L 5913",8,0,0,24,"control","L",2016-07-01
"L 5913.16524","L 5913",9,1,2.58333333333333,24,"control","L",2016-07-01
"L 5913.16525","L 5913",10,2,135.25,24,"control","L",2016-07-01
"L 5913.16526","L 5913",11,0,0,24,"control","L",2016-07-01
"L 5913.16527","L 5913",12,0,0,24,"control","L",2016-07-01
"L 5913.16528","L 5913",13,1,152.35,24,"control","L",2016-07-01
"L 5913.16529","L 5913",14,2,306.483333333333,24,"control","L",2016-07-01
"L 5913.16530","L 5913",15,0,0,24,"control","L",2016-07-01
"L 5913.16531","L 5913",16,1,201.016666666667,24,"control","L",2016-07-01
"L 5913.16532","L 5913",17,1,23.7666666666667,24,"control","L",2016-07-01
"L 5913.16533","L 5913",18,1,24.9166666666667,24,"control","L",2016-07-01
"L 5913.16534","L 5913",19,0,0,24,"control","L",2016-07-01
"L 5913.16535","L 5913",20,0,0,24,"control","L",2016-07-01
"L 5913.16536","L 5913",21,1,213.033333333333,24,"control","L",2016-07-01
"L 5913.16537","L 5913",22,2,235.55,24,"control","L",2016-07-01
"L 5913.16538","L 5913",23,3,309.733333333333,24,"control","L",2016-07-01
"L 5913.16539","L 5913",24,2,215.15,24,"control","L",2016-07-01
"L 5914.16556","L 5914",6,1,27.85,19,"control","L",2016-06-26
"L 5914.16557","L 5914",7,0,0,19,"control","L",2016-06-26
"L 5914.16558","L 5914",8,0,0,19,"control","L",2016-06-26
"L 5914.16559","L 5914",9,0,0,19,"control","L",2016-06-26
"L 5914.16560","L 5914",10,5,30.9000000000001,19,"control","L",2016-06-26
"L 5914.16561","L 5914",11,1,1.66666666666667,19,"control","L",2016-06-26
"L 5914.16562","L 5914",12,0,0,19,"control","L",2016-06-26
"L 5914.16563","L 5914",13,4,229.066666666667,19,"control","L",2016-06-26
"L 5914.16564","L 5914",14,5,241.366666666667,19,"control","L",2016-06-26
"L 5914.16565","L 5914",15,4,208.6,19,"control","L",2016-06-26
"L 5914.16566","L 5914",16,5,409.166666666667,19,"control","L",2016-06-26
"L 5914.16567","L 5914",17,5,266.9,19,"control","L",2016-06-26
"L 5914.16568","L 5914",18,3,229.483333333333,19,"control","L",2016-06-26
"L 5914.16569","L 5914",19,4,263.083333333333,19,"control","L",2016-06-26
"L 5915.16591","L 5915",6,4,85.0666666666667,16,"control","L",2016-06-23
"L 5915.16592","L 5915",7,5,129.083333333333,16,"control","L",2016-06-23
"L 5915.16593","L 5915",8,4,112.266666666667,16,"control","L",2016-06-23
"L 5915.16594","L 5915",9,2,64.3166666666666,16,"control","L",2016-06-23
"L 5915.16595","L 5915",10,5,360.75,16,"control","L",2016-06-23
"L 5915.16596","L 5915",11,4,180.3,16,"control","L",2016-06-23
"L 5915.16597","L 5915",12,0,0,16,"control","L",2016-06-23
"L 5915.16598","L 5915",13,2,210.55,16,"control","L",2016-06-23
"L 5915.16599","L 5915",14,1,174.15,16,"control","L",2016-06-23
"L 5915.16600","L 5915",15,4,561.75,16,"control","L",2016-06-23
"L 5915.16601","L 5915",16,1,137.016666666667,16,"control","L",2016-06-23
"L 5916.16626","L 5916",6,1,84.8666666666667,7,"control","L",2016-06-14
"L 5916.16627","L 5916",7,1,8.11666666666667,7,"control","L",2016-06-14
"L 5918.16661","L 5918",6,0,0,10,"control","L",2016-06-17
"L 5918.16662","L 5918",7,0,0,10,"control","L",2016-06-17
"L 5918.16663","L 5918",8,1,4.86666666666667,10,"control","L",2016-06-17
"L 5918.16664","L 5918",9,0,0,10,"control","L",2016-06-17
"L 5918.16665","L 5918",10,1,204.316666666667,10,"control","L",2016-06-17
"L 5919","L 5919",6,4,102.583333333333,6,"control","L",2016-06-13
"L 5920.16731","L 5920",6,3,82.0666666666666,16,"control","L",2016-06-23
"L 5920.16732","L 5920",7,2,85.8666666666666,16,"control","L",2016-06-23
"L 5920.16733","L 5920",8,4,311.05,16,"control","L",2016-06-23
"L 5920.16734","L 5920",9,2,33.4,16,"control","L",2016-06-23
"L 5920.16735","L 5920",10,6,480.816666666667,16,"control","L",2016-06-23
"L 5920.16736","L 5920",11,1,66.7666666666667,16,"control","L",2016-06-23
"L 5920.16737","L 5920",12,0,0,16,"control","L",2016-06-23
"L 5920.16738","L 5920",13,3,315.333333333333,16,"control","L",2016-06-23
"L 5920.16739","L 5920",14,2,197.733333333333,16,"control","L",2016-06-23
"L 5920.16740","L 5920",15,3,257.816666666666,16,"control","L",2016-06-23
"L 5920.16741","L 5920",16,3,233.816666666667,16,"control","L",2016-06-23
"L 5921.16766","L 5921",6,2,4.61666666666667,10,"control","L",2016-06-17
"L 5921.16767","L 5921",7,3,10.75,10,"control","L",2016-06-17
"L 5921.16768","L 5921",8,1,61.3166666666667,10,"control","L",2016-06-17
"L 5921.16769","L 5921",9,1,74.9,10,"control","L",2016-06-17
"L 5921.16770","L 5921",10,3,361.45,10,"control","L",2016-06-17
"L 5922.16801","L 5922",6,2,13.4666666666667,21,"control","L",2016-06-28
"L 5922.16802","L 5922",7,2,8.68333333333333,21,"control","L",2016-06-28
"L 5922.16803","L 5922",8,2,43.4,21,"control","L",2016-06-28
"L 5922.16804","L 5922",9,0,0,21,"control","L",2016-06-28
"L 5922.16805","L 5922",10,0,0,21,"control","L",2016-06-28
"L 5922.16806","L 5922",11,1,27.4833333333333,21,"control","L",2016-06-28
"L 5922.16807","L 5922",12,0,0,21,"control","L",2016-06-28
"L 5922.16808","L 5922",13,4,204.95,21,"control","L",2016-06-28
"L 5922.16809","L 5922",14,3,202.266666666666,21,"control","L",2016-06-28
"L 5922.16810","L 5922",15,0,0,21,"control","L",2016-06-28
"L 5922.16811","L 5922",16,1,90.9666666666667,21,"control","L",2016-06-28
"L 5922.16812","L 5922",17,2,200.316666666667,21,"control","L",2016-06-28
"L 5922.16813","L 5922",18,2,215.383333333334,21,"control","L",2016-06-28
"L 5922.16814","L 5922",19,0,0,21,"control","L",2016-06-28
"L 5922.16815","L 5922",20,1,133.45,21,"control","L",2016-06-28
"L 5922.16816","L 5922",21,5,501.049999999999,21,"control","L",2016-06-28
"L 5923.16836","L 5923",6,0,0,15,"control","L",2016-06-22
"L 5923.16837","L 5923",7,4,348.1,15,"control","L",2016-06-22
"L 5923.16838","L 5923",8,2,181.866666666667,15,"control","L",2016-06-22
"L 5923.16839","L 5923",9,2,177.483333333333,15,"control","L",2016-06-22
"L 5923.16840","L 5923",10,5,443.7,15,"control","L",2016-06-22
"L 5923.16841","L 5923",11,1,49.95,15,"control","L",2016-06-22
"L 5923.16842","L 5923",12,0,0,15,"control","L",2016-06-22
"L 5923.16843","L 5923",13,3,360.1,15,"control","L",2016-06-22
"L 5923.16844","L 5923",14,2,165.3,15,"control","L",2016-06-22
"L 5923.16845","L 5923",15,4,377.833333333334,15,"control","L",2016-06-22
"L 5924.16871","L 5924",6,1,7.46666666666667,11,"control","L",2016-06-18
"L 5924.16872","L 5924",7,2,122.266666666667,11,"control","L",2016-06-18
"L 5924.16873","L 5924",8,3,300.883333333333,11,"control","L",2016-06-18
