"","ID","Age","flights","duration","max","Treatment","colonie","Date"
"K 4150.701","K 4150",6,1,3.61666666666667,7,"pesticide","K",2016-04-13
"K 4150.702","K 4150",7,4,91.35,7,"pesticide","K",2016-04-13
"K 4152.736","K 4152",6,0,0,13,"pesticide","K",2016-04-19
"K 4152.737","K 4152",7,0,0,13,"pesticide","K",2016-04-19
"K 4152.738","K 4152",8,3,4.8,13,"pesticide","K",2016-04-19
"K 4152.739","K 4152",9,1,2.55,13,"pesticide","K",2016-04-19
"K 4152.740","K 4152",10,4,88.8333333333333,13,"pesticide","K",2016-04-19
"K 4152.741","K 4152",11,3,90.2833333333334,13,"pesticide","K",2016-04-19
"K 4152.742","K 4152",12,0,0,13,"pesticide","K",2016-04-19
"K 4152.743","K 4152",13,2,60.5,13,"pesticide","K",2016-04-19
"K 4153.771","K 4153",6,1,12.65,12,"pesticide","K",2016-04-18
"K 4153.772","K 4153",7,2,7.15,12,"pesticide","K",2016-04-18
"K 4153.773","K 4153",8,1,4.48333333333333,12,"pesticide","K",2016-04-18
"K 4153.774","K 4153",9,1,4.46666666666667,12,"pesticide","K",2016-04-18
"K 4153.775","K 4153",10,1,4.55,12,"pesticide","K",2016-04-18
"K 4153.776","K 4153",11,1,5.58333333333333,12,"pesticide","K",2016-04-18
"K 4153.777","K 4153",12,2,11.5833333333333,12,"pesticide","K",2016-04-18
"K 4155.806","K 4155",6,1,4.1,11,"pesticide","K",2016-04-17
"K 4155.807","K 4155",7,0,0,11,"pesticide","K",2016-04-17
"K 4155.808","K 4155",8,4,9.43333333333332,11,"pesticide","K",2016-04-17
"K 4155.809","K 4155",9,4,10.0666666666667,11,"pesticide","K",2016-04-17
"K 4155.810","K 4155",10,3,106.25,11,"pesticide","K",2016-04-17
"K 4155.811","K 4155",11,3,39.25,11,"pesticide","K",2016-04-17
"K 4159.841","K 4159",6,1,3.53333333333333,8,"pesticide","K",2016-04-14
"K 4159.842","K 4159",7,4,71.9333333333334,8,"pesticide","K",2016-04-14
"K 4159.843","K 4159",8,2,72.5333333333334,8,"pesticide","K",2016-04-14
"K 4160.876","K 4160",6,0,0,16,"pesticide","K",2016-04-22
"K 4160.877","K 4160",7,1,28.9166666666667,16,"pesticide","K",2016-04-22
"K 4160.878","K 4160",8,2,7.05,16,"pesticide","K",2016-04-22
"K 4160.879","K 4160",9,2,3.41666666666667,16,"pesticide","K",2016-04-22
"K 4160.880","K 4160",10,2,4.03333333333333,16,"pesticide","K",2016-04-22
"K 4160.881","K 4160",11,2,9.46666666666667,16,"pesticide","K",2016-04-22
"K 4160.882","K 4160",12,2,9.6,16,"pesticide","K",2016-04-22
"K 4160.883","K 4160",13,2,155.65,16,"pesticide","K",2016-04-22
"K 4160.884","K 4160",14,3,111.8,16,"pesticide","K",2016-04-22
"K 4160.885","K 4160",15,1,31.2,16,"pesticide","K",2016-04-22
"K 4160.886","K 4160",16,2,70.3,16,"pesticide","K",2016-04-22
"K 4161.911","K 4161",6,1,3.15,8,"pesticide","K",2016-04-14
"K 4161.912","K 4161",7,3,5.7,8,"pesticide","K",2016-04-14
"K 4161.913","K 4161",8,4,76.3,8,"pesticide","K",2016-04-14
"K 4165.946","K 4165",6,2,6.23333333333333,14,"pesticide","K",2016-04-20
"K 4165.947","K 4165",7,3,96.9,14,"pesticide","K",2016-04-20
"K 4165.948","K 4165",8,3,262.133333333333,14,"pesticide","K",2016-04-20
"K 4165.949","K 4165",9,3,196.2,14,"pesticide","K",2016-04-20
"K 4165.950","K 4165",10,5,558.533333333333,14,"pesticide","K",2016-04-20
"K 4165.951","K 4165",11,3,368.25,14,"pesticide","K",2016-04-20
"K 4165.952","K 4165",12,2,326.25,14,"pesticide","K",2016-04-20
"K 4165.953","K 4165",13,1,162.816666666667,14,"pesticide","K",2016-04-20
"K 4165.954","K 4165",14,2,267.883333333333,14,"pesticide","K",2016-04-20
"K 4169.981","K 4169",6,1,3.25,16,"pesticide","K",2016-04-22
"K 4169.982","K 4169",7,1,1.46666666666667,16,"pesticide","K",2016-04-22
"K 4169.983","K 4169",8,3,5.65,16,"pesticide","K",2016-04-22
"K 4169.984","K 4169",9,3,155.516666666667,16,"pesticide","K",2016-04-22
"K 4169.985","K 4169",10,4,137.55,16,"pesticide","K",2016-04-22
"K 4169.986","K 4169",11,2,45.4166666666666,16,"pesticide","K",2016-04-22
"K 4169.987","K 4169",12,1,47.8333333333333,16,"pesticide","K",2016-04-22
"K 4169.988","K 4169",13,6,336.45,16,"pesticide","K",2016-04-22
"K 4169.989","K 4169",14,5,376.366666666667,16,"pesticide","K",2016-04-22
"K 4169.990","K 4169",15,3,232.7,16,"pesticide","K",2016-04-22
"K 4169.991","K 4169",16,1,185.15,16,"pesticide","K",2016-04-22
"K 4170.1016","K 4170",6,1,11.2,15,"pesticide","K",2016-04-21
"K 4170.1017","K 4170",7,1,1.93333333333333,15,"pesticide","K",2016-04-21
"K 4170.1018","K 4170",8,2,4.91666666666667,15,"pesticide","K",2016-04-21
"K 4170.1019","K 4170",9,1,2.03333333333333,15,"pesticide","K",2016-04-21
"K 4170.1020","K 4170",10,1,3.03333333333333,15,"pesticide","K",2016-04-21
"K 4170.1021","K 4170",11,0,0,15,"pesticide","K",2016-04-21
"K 4170.1022","K 4170",12,0,0,15,"pesticide","K",2016-04-21
"K 4170.1023","K 4170",13,2,2.43333333333334,15,"pesticide","K",2016-04-21
"K 4170.1024","K 4170",14,2,141.533333333334,15,"pesticide","K",2016-04-21
"K 4170.1025","K 4170",15,1,4.85,15,"pesticide","K",2016-04-21
"K 4173.1051","K 4173",6,2,4.01666666666666,11,"pesticide","K",2016-04-17
"K 4173.1052","K 4173",7,1,3.1,11,"pesticide","K",2016-04-17
"K 4173.1053","K 4173",8,2,5.53333333333333,11,"pesticide","K",2016-04-17
"K 4173.1054","K 4173",9,2,3.48333333333334,11,"pesticide","K",2016-04-17
"K 4173.1055","K 4173",10,2,4.43333333333333,11,"pesticide","K",2016-04-17
"K 4173.1056","K 4173",11,2,51.4833333333334,11,"pesticide","K",2016-04-17
"K 4176.1086","K 4176",6,1,16.8333333333333,12,"pesticide","K",2016-04-18
"K 4176.1087","K 4176",7,1,8.26666666666667,12,"pesticide","K",2016-04-18
"K 4176.1088","K 4176",8,2,5.95,12,"pesticide","K",2016-04-18
"K 4176.1089","K 4176",9,4,17.2,12,"pesticide","K",2016-04-18
"K 4176.1090","K 4176",10,11,40.6666666666667,12,"pesticide","K",2016-04-18
"K 4176.1091","K 4176",11,5,16.5833333333333,12,"pesticide","K",2016-04-18
"K 4176.1092","K 4176",12,1,47.8333333333333,12,"pesticide","K",2016-04-18
"K 4179.1121","K 4179",6,1,3.33333333333333,17,"pesticide","K",2016-04-23
"K 4179.1122","K 4179",7,0,0,17,"pesticide","K",2016-04-23
"K 4179.1123","K 4179",8,1,1.73333333333333,17,"pesticide","K",2016-04-23
"K 4179.1124","K 4179",9,0,0,17,"pesticide","K",2016-04-23
"K 4179.1125","K 4179",10,2,4.85,17,"pesticide","K",2016-04-23
"K 4179.1126","K 4179",11,1,1.26666666666667,17,"pesticide","K",2016-04-23
"K 4179.1127","K 4179",12,1,1.6,17,"pesticide","K",2016-04-23
"K 4179.1128","K 4179",13,3,16.2833333333333,17,"pesticide","K",2016-04-23
"K 4179.1129","K 4179",14,5,214.95,17,"pesticide","K",2016-04-23
"K 4179.1130","K 4179",15,10,222.716666666667,17,"pesticide","K",2016-04-23
"K 4179.1131","K 4179",16,5,239.233333333333,17,"pesticide","K",2016-04-23
"K 4179.1132","K 4179",17,6,207.55,17,"pesticide","K",2016-04-23
"K 4180.1156","K 4180",6,2,5.35,8,"pesticide","K",2016-04-14
"K 4180.1157","K 4180",7,1,1.81666666666667,8,"pesticide","K",2016-04-14
"K 4180.1158","K 4180",8,2,17.5,8,"pesticide","K",2016-04-14
"K 4189.1191","K 4189",6,1,4.25,14,"pesticide","K",2016-04-20
"K 4189.1192","K 4189",7,3,19.1166666666667,14,"pesticide","K",2016-04-20
"K 4189.1193","K 4189",8,4,49.6166666666667,14,"pesticide","K",2016-04-20
"K 4189.1194","K 4189",9,4,75.7333333333333,14,"pesticide","K",2016-04-20
"K 4189.1195","K 4189",10,6,202.566666666667,14,"pesticide","K",2016-04-20
"K 4189.1196","K 4189",11,2,61.8666666666667,14,"pesticide","K",2016-04-20
"K 4189.1197","K 4189",12,4,150.566666666667,14,"pesticide","K",2016-04-20
"K 4189.1198","K 4189",13,4,318.766666666666,14,"pesticide","K",2016-04-20
"K 4189.1199","K 4189",14,4,203.866666666666,14,"pesticide","K",2016-04-20
"K 4191.1226","K 4191",6,4,18.2666666666666,11,"pesticide","K",2016-04-17
"K 4191.1227","K 4191",7,3,52.1666666666667,11,"pesticide","K",2016-04-17
"K 4191.1228","K 4191",8,2,83.4333333333333,11,"pesticide","K",2016-04-17
"K 4191.1229","K 4191",9,5,119.433333333333,11,"pesticide","K",2016-04-17
"K 4191.1230","K 4191",10,6,377.716666666667,11,"pesticide","K",2016-04-17
"K 4191.1231","K 4191",11,4,93.5,11,"pesticide","K",2016-04-17
"K 4192.1261","K 4192",6,1,6.06666666666667,20,"pesticide","K",2016-04-26
"K 4192.1262","K 4192",7,0,0,20,"pesticide","K",2016-04-26
"K 4192.1263","K 4192",8,1,4.01666666666667,20,"pesticide","K",2016-04-26
"K 4192.1264","K 4192",9,0,0,20,"pesticide","K",2016-04-26
"K 4192.1265","K 4192",10,1,2.28333333333333,20,"pesticide","K",2016-04-26
"K 4192.1266","K 4192",11,0,0,20,"pesticide","K",2016-04-26
"K 4192.1267","K 4192",12,0,0,20,"pesticide","K",2016-04-26
"K 4192.1268","K 4192",13,1,2.1,20,"pesticide","K",2016-04-26
"K 4192.1269","K 4192",14,1,2.38333333333333,20,"pesticide","K",2016-04-26
"K 4192.1270","K 4192",15,0,0,20,"pesticide","K",2016-04-26
"K 4192.1271","K 4192",16,0,0,20,"pesticide","K",2016-04-26
"K 4192.1272","K 4192",17,0,0,20,"pesticide","K",2016-04-26
"K 4192.1273","K 4192",18,0,0,20,"pesticide","K",2016-04-26
"K 4192.1274","K 4192",19,1,4.01666666666667,20,"pesticide","K",2016-04-26
"K 4192.1275","K 4192",20,2,3.86666666666667,20,"pesticide","K",2016-04-26
"K 4193.1296","K 4193",6,0,0,13,"pesticide","K",2016-04-19
"K 4193.1297","K 4193",7,1,5.26666666666667,13,"pesticide","K",2016-04-19
"K 4193.1298","K 4193",8,0,0,13,"pesticide","K",2016-04-19
"K 4193.1299","K 4193",9,2,12.7166666666667,13,"pesticide","K",2016-04-19
"K 4193.1300","K 4193",10,1,2.45,13,"pesticide","K",2016-04-19
"K 4193.1301","K 4193",11,1,4.05,13,"pesticide","K",2016-04-19
"K 4193.1302","K 4193",12,1,3.16666666666667,13,"pesticide","K",2016-04-19
"K 4193.1303","K 4193",13,3,115.366666666667,13,"pesticide","K",2016-04-19
"K 4196.1331","K 4196",6,1,5.88333333333333,14,"pesticide","K",2016-04-20
"K 4196.1332","K 4196",7,0,0,14,"pesticide","K",2016-04-20
"K 4196.1333","K 4196",8,0,0,14,"pesticide","K",2016-04-20
"K 4196.1334","K 4196",9,0,0,14,"pesticide","K",2016-04-20
"K 4196.1335","K 4196",10,0,0,14,"pesticide","K",2016-04-20
"K 4196.1336","K 4196",11,0,0,14,"pesticide","K",2016-04-20
"K 4196.1337","K 4196",12,1,9.66666666666667,14,"pesticide","K",2016-04-20
"K 4196.1338","K 4196",13,2,3.66666666666667,14,"pesticide","K",2016-04-20
"K 4196.1339","K 4196",14,2,2.68333333333333,14,"pesticide","K",2016-04-20
"K 4602","K 4602",6,1,4.05,6,"pesticide","K",2016-04-12
"K 4606.2416","K 4606",6,0,0,23,"pesticide","K",2016-04-29
"K 4606.2417","K 4606",7,0,0,23,"pesticide","K",2016-04-29
"K 4606.2418","K 4606",8,0,0,23,"pesticide","K",2016-04-29
"K 4606.2419","K 4606",9,1,3.8,23,"pesticide","K",2016-04-29
"K 4606.2420","K 4606",10,0,0,23,"pesticide","K",2016-04-29
"K 4606.2421","K 4606",11,0,0,23,"pesticide","K",2016-04-29
"K 4606.2422","K 4606",12,0,0,23,"pesticide","K",2016-04-29
"K 4606.2423","K 4606",13,1,5.93333333333333,23,"pesticide","K",2016-04-29
"K 4606.2424","K 4606",14,0,0,23,"pesticide","K",2016-04-29
"K 4606.2425","K 4606",15,0,0,23,"pesticide","K",2016-04-29
"K 4606.2426","K 4606",16,0,0,23,"pesticide","K",2016-04-29
"K 4606.2427","K 4606",17,0,0,23,"pesticide","K",2016-04-29
"K 4606.2428","K 4606",18,0,0,23,"pesticide","K",2016-04-29
"K 4606.2429","K 4606",19,0,0,23,"pesticide","K",2016-04-29
"K 4606.2430","K 4606",20,1,2.36666666666667,23,"pesticide","K",2016-04-29
"K 4606.2431","K 4606",21,0,0,23,"pesticide","K",2016-04-29
"K 4606.2432","K 4606",22,2,3.93333333333334,23,"pesticide","K",2016-04-29
"K 4606.2433","K 4606",23,4,163.783333333333,23,"pesticide","K",2016-04-29
"K 4607.2451","K 4607",6,0,0,18,"pesticide","K",2016-04-24
"K 4607.2452","K 4607",7,1,2.93333333333333,18,"pesticide","K",2016-04-24
"K 4607.2453","K 4607",8,3,5.56666666666667,18,"pesticide","K",2016-04-24
"K 4607.2454","K 4607",9,1,3.41666666666667,18,"pesticide","K",2016-04-24
"K 4607.2455","K 4607",10,4,58.8833333333334,18,"pesticide","K",2016-04-24
"K 4607.2456","K 4607",11,4,53.3166666666667,18,"pesticide","K",2016-04-24
"K 4607.2457","K 4607",12,2,123.7,18,"pesticide","K",2016-04-24
"K 4607.2458","K 4607",13,3,302.933333333333,18,"pesticide","K",2016-04-24
"K 4607.2459","K 4607",14,3,379.716666666666,18,"pesticide","K",2016-04-24
"K 4607.2460","K 4607",15,1,37.3666666666667,18,"pesticide","K",2016-04-24
"K 4607.2461","K 4607",16,4,357.266666666666,18,"pesticide","K",2016-04-24
"K 4607.2462","K 4607",17,3,290.016666666666,18,"pesticide","K",2016-04-24
"K 4607.2463","K 4607",18,1,2.13333333333333,18,"pesticide","K",2016-04-24
"K 4609.2486","K 4609",6,2,151.383333333333,8,"pesticide","K",2016-04-14
"K 4609.2487","K 4609",7,1,2.08333333333333,8,"pesticide","K",2016-04-14
"K 4609.2488","K 4609",8,1,58.4,8,"pesticide","K",2016-04-14
"K 4610.2521","K 4610",6,1,12.6833333333333,14,"pesticide","K",2016-04-20
"K 4610.2522","K 4610",7,0,0,14,"pesticide","K",2016-04-20
"K 4610.2523","K 4610",8,2,41.5166666666667,14,"pesticide","K",2016-04-20
"K 4610.2524","K 4610",9,1,12.5666666666667,14,"pesticide","K",2016-04-20
"K 4610.2525","K 4610",10,1,3.83333333333333,14,"pesticide","K",2016-04-20
"K 4610.2526","K 4610",11,0,0,14,"pesticide","K",2016-04-20
"K 4610.2527","K 4610",12,0,0,14,"pesticide","K",2016-04-20
"K 4610.2528","K 4610",13,2,17.4666666666667,14,"pesticide","K",2016-04-20
"K 4610.2529","K 4610",14,4,144.15,14,"pesticide","K",2016-04-20
"K 4614.2556","K 4614",6,0,0,24,"pesticide","K",2016-04-30
"K 4614.2557","K 4614",7,1,2.31666666666667,24,"pesticide","K",2016-04-30
"K 4614.2558","K 4614",8,0,0,24,"pesticide","K",2016-04-30
"K 4614.2559","K 4614",9,0,0,24,"pesticide","K",2016-04-30
"K 4614.2560","K 4614",10,1,1.91666666666667,24,"pesticide","K",2016-04-30
"K 4614.2561","K 4614",11,0,0,24,"pesticide","K",2016-04-30
"K 4614.2562","K 4614",12,1,2,24,"pesticide","K",2016-04-30
"K 4614.2563","K 4614",13,0,0,24,"pesticide","K",2016-04-30
"K 4614.2564","K 4614",14,0,0,24,"pesticide","K",2016-04-30
"K 4614.2565","K 4614",15,0,0,24,"pesticide","K",2016-04-30
"K 4614.2566","K 4614",16,1,2.43333333333333,24,"pesticide","K",2016-04-30
"K 4614.2567","K 4614",17,0,0,24,"pesticide","K",2016-04-30
"K 4614.2568","K 4614",18,0,0,24,"pesticide","K",2016-04-30
"K 4614.2569","K 4614",19,1,6.1,24,"pesticide","K",2016-04-30
"K 4614.2570","K 4614",20,1,2.9,24,"pesticide","K",2016-04-30
"K 4614.2571","K 4614",21,2,10.0333333333333,24,"pesticide","K",2016-04-30
"K 4614.2572","K 4614",22,4,253.633333333334,24,"pesticide","K",2016-04-30
"K 4614.2573","K 4614",23,5,385.116666666666,24,"pesticide","K",2016-04-30
"K 4614.2574","K 4614",24,2,70.2833333333334,24,"pesticide","K",2016-04-30
"K 4617.2591","K 4617",6,0,0,10,"pesticide","K",2016-04-16
"K 4617.2592","K 4617",7,1,7.85,10,"pesticide","K",2016-04-16
"K 4617.2593","K 4617",8,3,120.45,10,"pesticide","K",2016-04-16
"K 4617.2594","K 4617",9,2,134.4,10,"pesticide","K",2016-04-16
"K 4617.2595","K 4617",10,2,149.366666666667,10,"pesticide","K",2016-04-16
"K 4621.2626","K 4621",6,0,0,9,"pesticide","K",2016-04-15
"K 4621.2627","K 4621",7,1,18.4333333333333,9,"pesticide","K",2016-04-15
"K 4621.2628","K 4621",8,1,8.15,9,"pesticide","K",2016-04-15
"K 4621.2629","K 4621",9,2,8.25,9,"pesticide","K",2016-04-15
"K 4623.2661","K 4623",6,0,0,11,"pesticide","K",2016-04-17
"K 4623.2662","K 4623",7,1,7.8,11,"pesticide","K",2016-04-17
"K 4623.2663","K 4623",8,1,4.76666666666667,11,"pesticide","K",2016-04-17
"K 4623.2664","K 4623",9,1,3.61666666666667,11,"pesticide","K",2016-04-17
"K 4623.2665","K 4623",10,1,3.21666666666667,11,"pesticide","K",2016-04-17
"K 4623.2666","K 4623",11,1,104.883333333333,11,"pesticide","K",2016-04-17
"K 4624.2696","K 4624",6,0,0,21,"pesticide","K",2016-04-27
"K 4624.2697","K 4624",7,1,4.25,21,"pesticide","K",2016-04-27
"K 4624.2698","K 4624",8,0,0,21,"pesticide","K",2016-04-27
"K 4624.2699","K 4624",9,1,41.25,21,"pesticide","K",2016-04-27
"K 4624.2700","K 4624",10,0,0,21,"pesticide","K",2016-04-27
"K 4624.2701","K 4624",11,0,0,21,"pesticide","K",2016-04-27
"K 4624.2702","K 4624",12,1,17.8666666666667,21,"pesticide","K",2016-04-27
"K 4624.2703","K 4624",13,0,0,21,"pesticide","K",2016-04-27
"K 4624.2704","K 4624",14,0,0,21,"pesticide","K",2016-04-27
"K 4624.2705","K 4624",15,0,0,21,"pesticide","K",2016-04-27
"K 4624.2706","K 4624",16,0,0,21,"pesticide","K",2016-04-27
"K 4624.2707","K 4624",17,1,2.18333333333333,21,"pesticide","K",2016-04-27
"K 4624.2708","K 4624",18,0,0,21,"pesticide","K",2016-04-27
"K 4624.2709","K 4624",19,0,0,21,"pesticide","K",2016-04-27
"K 4624.2710","K 4624",20,2,9.13333333333333,21,"pesticide","K",2016-04-27
"K 4624.2711","K 4624",21,1,3.68333333333333,21,"pesticide","K",2016-04-27
"K 4625.2731","K 4625",6,1,9.58333333333333,8,"pesticide","K",2016-04-14
"K 4625.2732","K 4625",7,1,12.8333333333333,8,"pesticide","K",2016-04-14
"K 4625.2733","K 4625",8,2,22.8833333333333,8,"pesticide","K",2016-04-14
"K 4626.2766","K 4626",6,0,0,20,"pesticide","K",2016-04-26
"K 4626.2767","K 4626",7,0,0,20,"pesticide","K",2016-04-26
"K 4626.2768","K 4626",8,1,4.71666666666667,20,"pesticide","K",2016-04-26
"K 4626.2769","K 4626",9,1,3.03333333333333,20,"pesticide","K",2016-04-26
"K 4626.2770","K 4626",10,2,16.4833333333334,20,"pesticide","K",2016-04-26
"K 4626.2771","K 4626",11,1,2.28333333333333,20,"pesticide","K",2016-04-26
"K 4626.2772","K 4626",12,1,2.2,20,"pesticide","K",2016-04-26
"K 4626.2773","K 4626",13,2,7.43333333333333,20,"pesticide","K",2016-04-26
"K 4626.2774","K 4626",14,4,227.283333333333,20,"pesticide","K",2016-04-26
"K 4626.2775","K 4626",15,1,28.55,20,"pesticide","K",2016-04-26
"K 4626.2776","K 4626",16,2,136.2,20,"pesticide","K",2016-04-26
"K 4626.2777","K 4626",17,0,0,20,"pesticide","K",2016-04-26
"K 4626.2778","K 4626",18,0,0,20,"pesticide","K",2016-04-26
"K 4626.2779","K 4626",19,1,53.6666666666667,20,"pesticide","K",2016-04-26
"K 4626.2780","K 4626",20,1,47.15,20,"pesticide","K",2016-04-26
"K 4628.2801","K 4628",6,1,3.71666666666667,18,"pesticide","K",2016-04-24
"K 4628.2802","K 4628",7,0,0,18,"pesticide","K",2016-04-24
"K 4628.2803","K 4628",8,2,34.0666666666666,18,"pesticide","K",2016-04-24
"K 4628.2804","K 4628",9,4,6.25,18,"pesticide","K",2016-04-24
"K 4628.2805","K 4628",10,4,75.4666666666667,18,"pesticide","K",2016-04-24
"K 4628.2806","K 4628",11,3,88.85,18,"pesticide","K",2016-04-24
"K 4628.2807","K 4628",12,1,28.0666666666667,18,"pesticide","K",2016-04-24
"K 4628.2808","K 4628",13,1,84.3833333333333,18,"pesticide","K",2016-04-24
"K 4628.2809","K 4628",14,4,395.033333333334,18,"pesticide","K",2016-04-24
"K 4628.2810","K 4628",15,3,63.5666666666667,18,"pesticide","K",2016-04-24
"K 4628.2811","K 4628",16,4,326.7,18,"pesticide","K",2016-04-24
"K 4628.2812","K 4628",17,2,119.766666666667,18,"pesticide","K",2016-04-24
"K 4628.2813","K 4628",18,1,3.95,18,"pesticide","K",2016-04-24
"K 4631.2836","K 4631",6,2,98.7333333333333,9,"pesticide","K",2016-04-15
"K 4631.2837","K 4631",7,3,83.9333333333333,9,"pesticide","K",2016-04-15
"K 4631.2838","K 4631",8,2,25.05,9,"pesticide","K",2016-04-15
"K 4631.2839","K 4631",9,1,1.15,9,"pesticide","K",2016-04-15
"K 4632.2871","K 4632",6,1,5.81666666666667,15,"pesticide","K",2016-04-21
"K 4632.2872","K 4632",7,1,2.25,15,"pesticide","K",2016-04-21
"K 4632.2873","K 4632",8,5,8.18333333333334,15,"pesticide","K",2016-04-21
"K 4632.2874","K 4632",9,1,3.93333333333333,15,"pesticide","K",2016-04-21
"K 4632.2875","K 4632",10,2,43.4333333333334,15,"pesticide","K",2016-04-21
"K 4632.2876","K 4632",11,1,9.71666666666667,15,"pesticide","K",2016-04-21
"K 4632.2877","K 4632",12,1,8.13333333333333,15,"pesticide","K",2016-04-21
"K 4632.2878","K 4632",13,3,156.016666666667,15,"pesticide","K",2016-04-21
"K 4632.2879","K 4632",14,4,310.066666666667,15,"pesticide","K",2016-04-21
"K 4632.2880","K 4632",15,2,124.866666666667,15,"pesticide","K",2016-04-21
"K 4634.2906","K 4634",6,1,2.88333333333333,7,"pesticide","K",2016-04-13
"K 4634.2907","K 4634",7,2,17.6,7,"pesticide","K",2016-04-13
"K 4637.2941","K 4637",6,0,0,11,"pesticide","K",2016-04-17
"K 4637.2942","K 4637",7,0,0,11,"pesticide","K",2016-04-17
"K 4637.2943","K 4637",8,2,8.96666666666666,11,"pesticide","K",2016-04-17
"K 4637.2944","K 4637",9,0,0,11,"pesticide","K",2016-04-17
"K 4637.2945","K 4637",10,1,3.05,11,"pesticide","K",2016-04-17
"K 4637.2946","K 4637",11,1,31.4833333333333,11,"pesticide","K",2016-04-17
"K 4638.2976","K 4638",6,0,0,20,"pesticide","K",2016-04-26
"K 4638.2977","K 4638",7,1,5.18333333333333,20,"pesticide","K",2016-04-26
"K 4638.2978","K 4638",8,1,3.01666666666667,20,"pesticide","K",2016-04-26
"K 4638.2979","K 4638",9,1,2.15,20,"pesticide","K",2016-04-26
"K 4638.2980","K 4638",10,1,1.58333333333333,20,"pesticide","K",2016-04-26
"K 4638.2981","K 4638",11,0,0,20,"pesticide","K",2016-04-26
"K 4638.2982","K 4638",12,1,1.85,20,"pesticide","K",2016-04-26
"K 4638.2983","K 4638",13,0,0,20,"pesticide","K",2016-04-26
"K 4638.2984","K 4638",14,1,1.03333333333333,20,"pesticide","K",2016-04-26
"K 4638.2985","K 4638",15,1,1.13333333333333,20,"pesticide","K",2016-04-26
"K 4638.2986","K 4638",16,3,20.6333333333333,20,"pesticide","K",2016-04-26
"K 4638.2987","K 4638",17,1,2.38333333333333,20,"pesticide","K",2016-04-26
"K 4638.2988","K 4638",18,0,0,20,"pesticide","K",2016-04-26
"K 4638.2989","K 4638",19,2,5.3,20,"pesticide","K",2016-04-26
"K 4638.2990","K 4638",20,1,16.6333333333333,20,"pesticide","K",2016-04-26
"K 4639.3011","K 4639",6,1,2.95,12,"pesticide","K",2016-04-18
"K 4639.3012","K 4639",7,0,0,12,"pesticide","K",2016-04-18
"K 4639.3013","K 4639",8,2,3.81666666666667,12,"pesticide","K",2016-04-18
"K 4639.3014","K 4639",9,1,3.76666666666667,12,"pesticide","K",2016-04-18
"K 4639.3015","K 4639",10,4,104.816666666667,12,"pesticide","K",2016-04-18
"K 4639.3016","K 4639",11,4,175.45,12,"pesticide","K",2016-04-18
"K 4639.3017","K 4639",12,1,35.2833333333333,12,"pesticide","K",2016-04-18
"K 4640.3046","K 4640",6,1,3.3,14,"pesticide","K",2016-04-20
"K 4640.3047","K 4640",7,2,4.58333333333333,14,"pesticide","K",2016-04-20
"K 4640.3048","K 4640",8,3,119.5,14,"pesticide","K",2016-04-20
"K 4640.3049","K 4640",9,2,66.0166666666667,14,"pesticide","K",2016-04-20
"K 4640.3050","K 4640",10,5,217.783333333333,14,"pesticide","K",2016-04-20
"K 4640.3051","K 4640",11,6,235.783333333333,14,"pesticide","K",2016-04-20
"K 4640.3052","K 4640",12,3,161.016666666667,14,"pesticide","K",2016-04-20
"K 4640.3053","K 4640",13,5,289.866666666667,14,"pesticide","K",2016-04-20
"K 4640.3054","K 4640",14,6,260.416666666667,14,"pesticide","K",2016-04-20
"K 4642.3081","K 4642",6,1,26.4666666666667,13,"pesticide","K",2016-04-19
"K 4642.3082","K 4642",7,0,0,13,"pesticide","K",2016-04-19
"K 4642.3083","K 4642",8,2,10.1666666666667,13,"pesticide","K",2016-04-19
"K 4642.3084","K 4642",9,1,2.63333333333333,13,"pesticide","K",2016-04-19
"K 4642.3085","K 4642",10,3,5.86666666666667,13,"pesticide","K",2016-04-19
"K 4642.3086","K 4642",11,1,2.45,13,"pesticide","K",2016-04-19
"K 4642.3087","K 4642",12,1,2.13333333333333,13,"pesticide","K",2016-04-19
"K 4642.3088","K 4642",13,4,167.483333333333,13,"pesticide","K",2016-04-19
"K 4643.3116","K 4643",6,1,9.51666666666667,20,"pesticide","K",2016-04-26
"K 4643.3117","K 4643",7,0,0,20,"pesticide","K",2016-04-26
"K 4643.3118","K 4643",8,1,4.2,20,"pesticide","K",2016-04-26
"K 4643.3119","K 4643",9,0,0,20,"pesticide","K",2016-04-26
"K 4643.3120","K 4643",10,1,5.36666666666667,20,"pesticide","K",2016-04-26
"K 4643.3121","K 4643",11,0,0,20,"pesticide","K",2016-04-26
"K 4643.3122","K 4643",12,1,4.83333333333333,20,"pesticide","K",2016-04-26
"K 4643.3123","K 4643",13,1,2.21666666666667,20,"pesticide","K",2016-04-26
"K 4643.3124","K 4643",14,0,0,20,"pesticide","K",2016-04-26
"K 4643.3125","K 4643",15,0,0,20,"pesticide","K",2016-04-26
"K 4643.3126","K 4643",16,1,2.9,20,"pesticide","K",2016-04-26
"K 4643.3127","K 4643",17,1,1.38333333333333,20,"pesticide","K",2016-04-26
"K 4643.3128","K 4643",18,0,0,20,"pesticide","K",2016-04-26
"K 4643.3129","K 4643",19,2,5.06666666666667,20,"pesticide","K",2016-04-26
"K 4643.3130","K 4643",20,3,67.2,20,"pesticide","K",2016-04-26
