ID,Age,flights,duration,Treatment
B0438 1 2,18,0,0,pesticide
B0438 1 2,19,0,0,pesticide
B0438 1 2,20,0,0,pesticide
B0438 1 2,21,1,1.883333,pesticide
B0438 1 2,22,0,0,pesticide
B0438 1 2,23,0,0,pesticide
B0438 1 2,24,1,1.566667,pesticide
B0439 1 1,1,0,0,pesticide
B0439 1 1,2,0,0,pesticide
B0439 1 1,3,0,0,pesticide
B0439 1 1,4,0,0,pesticide
B0439 1 1,5,0,0,pesticide
B0439 1 1,6,1,4.65,pesticide
B0439 1 1,7,1,2.316667,pesticide
B0439 1 2,1,0,0,pesticide
B0439 1 2,2,0,0,pesticide
B0439 1 2,3,0,0,pesticide
B0439 1 2,4,0,0,pesticide
B0439 1 2,5,0,0,pesticide
B0439 1 2,6,1,4,pesticide
B0439 1 2,7,0,0,pesticide
B0439 1 2,8,0,0,pesticide
B0439 1 2,9,0,0,pesticide
B0439 1 2,10,0,0,pesticide
B0439 1 2,11,1,2.433333,pesticide
B0439 1 2,12,0,0,pesticide
B0439 1 2,13,6,16.63333303,pesticide
B0439 1 2,14,6,73.2666702,pesticide
B0439 1 2,15,0,0.06666667,pesticide
B0439 1 2,16,0,0,pesticide
B0439 1 2,17,1,1.6,pesticide
B0439 1 2,18,2,8.683333,pesticide
B0439 1 2,19,2,226.016667,pesticide
B0439 1 2,20,3,460.8334,pesticide
B0439 1 2,21,4,414.2333333,pesticide
B0439 1 2,22,1,130.5333667,pesticide
B0439 1 2,23,7,57.416664,pesticide
B0439 1 2,24,5,47.2666707,pesticide
B0439 1 2,25,5,163.1500066,pesticide
B0439 1 2,26,2,51.65,pesticide
B0440 1 2,1,0,0,pesticide
B0440 1 2,2,0,0,pesticide
B0440 1 2,3,0,0,pesticide
B0440 1 2,4,0,0,pesticide
B0440 1 2,5,0,0,pesticide
B0440 1 2,6,1,1.9,pesticide
B0440 1 2,7,0,0,pesticide
B0440 1 2,8,1,1.133333,pesticide
B0440 1 2,9,0,0,pesticide
B0440 1 2,10,0,0,pesticide
B0440 1 2,11,1,1.733333,pesticide
B0440 1 2,12,0,0,pesticide
B0440 1 2,13,1,3.2500003,pesticide
B0441 1 1,1,0,0,pesticide
B0441 1 1,2,0,0,pesticide
B0441 1 1,3,0,0,pesticide
B0441 1 1,4,0,0,pesticide
B0441 1 1,5,0,0,pesticide
B0441 1 1,6,1,2.866667,pesticide
B0441 1 1,7,0,0,pesticide
B0441 1 1,8,0,0,pesticide
B0441 1 1,9,0,0,pesticide
B0441 1 1,10,0,0,pesticide
B0441 1 1,11,0,0,pesticide
B0441 1 1,12,0,0,pesticide
B0441 1 1,13,0,0,pesticide
B0441 1 1,14,1,1.816667,pesticide
B0441 1 1,15,1,86.36667,pesticide
B0441 1 1,16,1,114.8000333,pesticide
B0441 1 1,17,3,403.65,pesticide
B0441 1 1,18,3,255.966667,pesticide
B0441 1 1,19,1,1.25,pesticide
B0441 1 1,20,1,7.616667,pesticide
B0441 1 2,1,0,0,pesticide
B0441 1 2,2,0,0,pesticide
B0441 1 2,3,0,0,pesticide
B0441 1 2,4,0,0,pesticide
B0441 1 2,5,0,0,pesticide
B0441 1 2,6,0,0,pesticide
B0441 1 2,7,0,0,pesticide
B0441 1 2,8,0,0,pesticide
B0441 1 2,9,0,0,pesticide
B0441 1 2,10,0,0,pesticide
B0441 1 2,11,0,0,pesticide
B0441 1 2,12,0,0,pesticide
B0441 1 2,13,0,0,pesticide
B0441 1 2,14,1,7.5,pesticide
B0441 1 2,15,0,0,pesticide
B0441 1 2,16,0,0,pesticide
B0441 1 2,17,0,0,pesticide
B0441 1 2,18,0,0,pesticide
B0441 1 2,19,0,0,pesticide
B0441 1 2,20,0,0,pesticide
B0441 1 2,21,0,0.05,pesticide
B0441 1 2,22,0,0,pesticide
B0441 1 2,23,0,0,pesticide
B0441 1 2,24,1,4.9499997,pesticide
B0441 1 2,25,0,0,pesticide
B0441 1 2,26,0,0,pesticide
B0441 1 2,27,1,5.03333367,pesticide
B0441 1 2,28,1,6.8666664,pesticide
B0442 1 1,1,0,0,pesticide
B0442 1 1,2,0,0,pesticide
B0442 1 1,3,0,0,pesticide
B0442 1 1,4,0,0,pesticide
B0442 1 1,5,0,0,pesticide
B0442 1 1,6,1,4.183333,pesticide
B0442 1 1,7,0,0,pesticide
B0442 1 1,8,0,0,pesticide
B0442 1 1,9,0,0,pesticide
B0442 1 1,10,1,2.25,pesticide
B0442 1 1,11,1,1.883333,pesticide
B0442 1 1,12,0,0,pesticide
B0442 1 1,13,0,0,pesticide
B0442 1 1,14,0,0,pesticide
B0442 1 1,15,1,2.083333,pesticide
B0442 1 1,16,2,3.516666,pesticide
B0442 1 1,17,3,211.7667,pesticide
B0442 1 1,18,2,331.3,pesticide
B0442 1 1,19,0,0,pesticide
B0442 1 1,20,2,347.0333,pesticide
B0442 1 2,1,0,0,pesticide
B0442 1 2,2,0,0,pesticide
B0442 1 2,3,0,0,pesticide
B0442 1 2,4,0,0,pesticide
B0442 1 2,5,0,0,pesticide
B0442 1 2,6,1,2.25,pesticide
B0442 1 2,7,0,0,pesticide
B0442 1 2,8,0,0,pesticide
B0442 1 2,9,0,0,pesticide
B0442 1 2,10,0,0,pesticide
B0442 1 2,11,2,4.766667,pesticide
B0442 1 2,12,3,92.066667,pesticide
B0442 1 2,13,1,1.583333,pesticide
B0443 1 2,1,0,0,pesticide
B0443 1 2,2,0,0,pesticide
B0443 1 2,3,0,0,pesticide
B0443 1 2,4,0,0,pesticide
B0443 1 2,5,1,1.866667,pesticide
B0443 1 2,6,2,5.1,pesticide
B0443 1 2,7,2,19.266663,pesticide
B0443 2 3,1,0,0,control
B0443 2 3,2,0,0,control
B0443 2 3,3,1,3.683333,control
B0443 2 3,4,0,0,control
B0443 2 3,5,1,4.266667,control
B0443 2 3,6,5,88.9333293,control
B0444 1 1,1,0,0,pesticide
B0444 1 1,2,0,0,pesticide
B0444 1 1,3,0,0,pesticide
B0444 1 1,4,0,0,pesticide
B0444 1 1,5,0,0,pesticide
B0444 1 1,6,0,0,pesticide
B0444 1 1,7,1,2.3,pesticide
B0444 1 1,8,0,0,pesticide
B0444 1 1,9,1,2.116667,pesticide
B0444 1 2,1,0,0,pesticide
B0444 1 2,2,0,0,pesticide
B0444 1 2,3,0,0,pesticide
B0444 1 2,4,0,0,pesticide
B0444 1 2,5,0,0,pesticide
B0444 1 2,6,0,0,pesticide
B0444 1 2,7,0,0,pesticide
B0444 1 2,8,0,0,pesticide
B0444 1 2,9,0,0,pesticide
B0444 1 2,10,0,0,pesticide
B0444 1 2,11,1,2.183333,pesticide
B0444 1 2,12,0,0,pesticide
B0444 1 2,13,0,0,pesticide
B0444 1 2,14,0,0,pesticide
B0444 1 2,15,0,0,pesticide
B0444 1 2,16,0,0,pesticide
B0444 1 2,17,0,0,pesticide
B0444 1 2,18,1,2.633333,pesticide
B0444 1 2,19,0,0,pesticide
B0444 1 2,20,0,0,pesticide
B0444 1 2,21,0,0,pesticide
B0444 1 2,22,0,0,pesticide
B0444 1 2,23,1,1.333333,pesticide
B0444 1 2,24,1,2.683333,pesticide
B0444 1 2,25,1,1.333333,pesticide
B0444 1 2,26,1,1.033333,pesticide
B0444 1 2,27,1,1.233333,pesticide
B0445 1 1,1,0,0,pesticide
B0445 1 1,2,0,0,pesticide
B0445 1 1,3,0,0,pesticide
B0445 1 1,4,0,0,pesticide
B0445 1 1,5,0,0,pesticide
B0445 1 1,6,1,3.95,pesticide
B0445 1 1,7,0,0,pesticide
B0445 1 1,8,0,0,pesticide
B0445 1 1,9,0,0,pesticide
B0445 1 1,10,1,3.25,pesticide
B0445 1 1,11,1,2.916667,pesticide
B0445 1 1,12,0,0,pesticide
B0445 1 1,13,0,0,pesticide
B0445 1 1,14,0,0,pesticide
B0445 1 1,15,1,71.26667,pesticide
B0446 1 2,1,0,0,pesticide
B0446 1 2,2,0,0,pesticide
B0446 1 2,3,0,0,pesticide
B0446 1 2,4,0,0,pesticide
B0446 1 2,5,0,0,pesticide
B0446 1 2,6,0,0,pesticide
B0446 1 2,7,0,0,pesticide
B0446 1 2,8,0,0,pesticide
B0446 1 2,9,0,0,pesticide
B0446 1 2,10,0,0,pesticide
B0446 1 2,11,1,2.783333,pesticide
B0446 1 2,12,0,0,pesticide
B0446 1 2,13,0,0,pesticide
B0446 1 2,14,0,0,pesticide
B0446 1 2,15,0,0,pesticide
B0446 1 2,16,0,0,pesticide
B0446 1 2,17,0,0,pesticide
B0446 1 2,18,1,2.316667,pesticide
B0446 1 2,19,0,0,pesticide
B0446 1 2,20,0,0,pesticide
B0446 1 2,21,0,0,pesticide
B0446 1 2,22,0,0,pesticide
B0446 1 2,23,0,0,pesticide
B0446 1 2,24,1,2.116667,pesticide
B0447 1 1,1,0,0,pesticide
B0447 1 1,2,0,0,pesticide
B0447 1 1,3,0,0,pesticide
B0447 1 1,4,0,0,pesticide
B0447 1 1,5,0,0,pesticide
B0447 1 1,6,1,3.366667,pesticide
B0447 1 1,7,0,0,pesticide
B0447 1 1,8,0,0,pesticide
B0447 1 1,9,0,0,pesticide
B0447 1 1,10,3,144.7833367,pesticide
B0447 1 1,11,2,283.2834,pesticide
B0447 1 1,12,1,162.5,pesticide
B0447 1 1,13,0,0,pesticide
B0447 1 1,14,3,75.73333,pesticide
B0447 1 1,15,5,197.2833333,pesticide
B0447 1 1,16,3,73.93334,pesticide
B0447 1 1,17,4,238.41663,pesticide
B0447 1 1,18,4,374.0666633,pesticide
B0447 1 1,19,1,166.8833,pesticide
B0447 1 2,1,0,0,pesticide
B0447 1 2,2,0,0,pesticide
B0447 1 2,3,0,0,pesticide
B0447 1 2,4,0,0,pesticide
B0447 1 2,5,0,0,pesticide
B0447 1 2,6,0,0.1,pesticide
B0447 1 2,7,0,0,pesticide
B0447 1 2,8,0,0,pesticide
B0447 1 2,9,0,0,pesticide
B0447 1 2,10,0,0,pesticide
B0447 1 2,11,0,0.15000003,pesticide
B0447 1 2,12,1,2.416667,pesticide
B0447 1 2,13,1,2.2833333,pesticide
B0447 1 2,14,10,196.333339,pesticide
B0447 1 2,15,10,224.91666,pesticide
B0447 1 2,16,17,423.083347,pesticide
B0447 1 2,17,11,207.2999963,pesticide
B0447 1 2,18,16,307.71666,pesticide
B0447 1 2,19,18,396.3333104,pesticide
B0447 1 2,20,20,433.000017,pesticide
B0447 1 2,21,18,484.9833133,pesticide
B0447 1 2,22,9,347.5499897,pesticide
B0448 1 1,1,0,0,pesticide
B0448 1 1,2,0,0,pesticide
B0448 1 1,3,0,0,pesticide
B0448 1 1,4,0,0,pesticide
B0448 1 1,5,0,0,pesticide
B0448 1 1,6,1,7.283333,pesticide
B0448 1 1,7,1,4.366667,pesticide
B0448 1 1,8,2,4.916667,pesticide
B0448 1 1,9,0,0,pesticide
B0448 1 1,10,2,4.3,pesticide
B0448 1 1,11,3,22.583337,pesticide
B0448 1 1,12,1,72.11667,pesticide
B0448 1 1,13,1,1.383333,pesticide
B0448 1 1,14,0,0,pesticide
B0448 1 1,15,2,293.23337,pesticide
B0448 1 1,16,4,304.16667,pesticide
B0449 1 2,1,0,0,pesticide
B0449 1 2,2,0,0,pesticide
B0449 1 2,3,0,0,pesticide
B0449 1 2,4,0,0,pesticide
B0449 1 2,5,0,0,pesticide
B0449 1 2,6,0,0,pesticide
B0449 1 2,7,0,0,pesticide
B0449 1 2,8,0,0,pesticide
B0449 1 2,9,0,0,pesticide
B0449 1 2,10,0,0,pesticide
B0449 1 2,11,0,0,pesticide
B0449 1 2,12,0,0,pesticide
B0449 1 2,13,0,0,pesticide
B0449 1 2,14,0,0,pesticide
B0449 1 2,15,0,0,pesticide
B0449 1 2,16,0,0,pesticide
B0449 1 2,17,1,2.983333,pesticide
B0449 1 2,18,0,0,pesticide
B0449 1 2,19,0,0,pesticide
B0449 1 2,20,0,0,pesticide
B0449 1 2,21,1,2.733333,pesticide
B0449 1 2,22,0,0,pesticide
B0449 1 2,23,0,0,pesticide
B0449 1 2,24,4,7.7166663,pesticide
B0450 1 2,1,0,0,pesticide
B0450 1 2,2,0,0,pesticide
B0450 1 2,3,0,0,pesticide
B0450 1 2,4,0,0,pesticide
B0450 1 2,5,0,0,pesticide
B0450 1 2,6,0,0,pesticide
B0450 1 2,7,0,0,pesticide
B0450 1 2,8,1,3.233333,pesticide
B0450 1 2,9,0,0,pesticide
B0450 1 2,10,0,0,pesticide
B0450 1 2,11,0,0,pesticide
B0450 1 2,12,0,0,pesticide
B0450 1 2,13,1,2.433333,pesticide
B0450 1 2,14,1,2.816667,pesticide
B0450 1 2,15,0,0.4,pesticide
B0450 1 2,16,7,57.9833346,pesticide
B0605 2 1,1,0,0,control
B0605 2 1,2,0,0,control
B0605 2 1,3,0,0,control
B0605 2 1,4,0,0,control
B0605 2 1,5,0,0,control
B0605 2 1,6,1,13.1,control
B0605 2 1,7,0,0,control
B0605 2 1,8,0,0,control
B0605 2 1,9,0,0,control
B0605 2 1,10,0,0,control
B0605 2 1,11,0,0,control
B0605 2 1,12,0,0,control
B0605 2 1,13,0,0,control
B0605 2 1,14,0,0,control
B0605 2 1,15,1,4.133333,control
B0605 2 1,16,1,2.833333,control
B0605 2 1,17,3,128.549966,control
B0605 2 1,18,3,201.200037,control
B0605 2 1,19,1,80.78333,control
B0605 2 1,20,2,340.15,control
B0606 2 1,1,0,0,control
B0606 2 1,2,0,0,control
B0606 2 1,3,0,0,control
B0606 2 1,4,0,0,control
B0606 2 1,5,0,0,control
B0606 2 1,6,0,0,control
B0606 2 1,7,0,0,control
B0606 2 1,8,0,0,control
B0606 2 1,9,1,11.2,control
B0606 2 1,10,1,3.166667,control
B0606 2 1,11,0,0,control
B0606 2 1,12,0,0,control
B0606 2 1,13,0,0,control
B0606 2 1,14,0,0,control
B0606 2 1,15,0,0,control
B0606 2 1,16,0,0,control
B0606 2 1,17,1,2.483333,control
B0606 2 1,18,2,4.25,control
B0606 2 2,1,0,0,control
B0606 2 2,2,0,0,control
B0606 2 2,3,0,0,control
B0606 2 2,4,4,13.783333,control
B0606 2 2,5,3,66.183336,control
B0610 2 1,1,0,0,control
B0610 2 1,2,0,0,control
B0610 2 1,3,0,0,control
B0610 2 1,4,0,0,control
B0610 2 1,5,0,0,control
B0610 2 1,6,0,0,control
B0610 2 1,7,0,0,control
B0610 2 1,8,0,0,control
B0610 2 1,9,0,0,control
B0610 2 1,10,1,205.4167,control
B0612 2 2,1,0,0,control
B0612 2 2,2,0,0,control
B0612 2 2,3,0,0,control
B0612 2 2,4,0,0,control
B0612 2 2,5,1,3.683333,control
B0612 2 2,6,0,0,control
B0612 2 2,7,0,0,control
B0612 2 2,8,1,2.61666667,control
B0612 2 2,9,0,0,control
B0612 2 2,10,1,5.733333,control
B0612 2 2,11,0,0,control
B0612 2 2,12,2,15.1833303,control
B0612 2 2,13,1,3.2833333,control
B0613 2 2,1,0,0,control
B0613 2 2,2,0,0,control
B0613 2 2,3,0,0,control
B0613 2 2,4,0,0,control
B0613 2 2,5,0,0,control
B0613 2 2,6,0,0,control
B0613 2 2,7,1,2.6,control
B0613 2 2,8,0,0,control
B0613 2 2,9,0,0,control
B0613 2 2,10,0,0,control
B0613 2 2,11,1,1.983333,control
B0613 2 2,12,0,0,control
B0613 2 2,13,1,1.516667,control
B0613 2 2,14,1,1.8333333,control
B0613 2 2,15,1,1.7000003,control
B0613 2 2,16,4,14.11666703,control
B0613 2 2,17,1,2.2333337,control
B0613 2 2,18,1,1.533333,control
B0613 2 2,19,1,2.5000003,control
B0613 2 2,20,3,34.700003,control
B0613 2 2,21,5,57.616671,control
B0613 2 2,22,5,23.25000033,control
B0613 2 2,23,8,31.98333233,control
B0613 2 2,24,10,26.4500003,control
B0613 2 2,25,9,109.166663,control
B0613 2 2,26,23,322.2833261,control
B0613 2 2,27,31,342.0166753,control
B0613 2 2,28,25,404.266667,control
B0613 2 2,29,19,533.1166834,control
B0613 2 2,30,16,433.30001,control
B0614 2 1,1,0,0,control
B0614 2 1,2,0,0,control
B0614 2 1,3,0,0,control
B0614 2 1,4,0,0,control
B0614 2 1,5,0,0,control
B0614 2 1,6,0,0,control
B0614 2 1,7,0,0,control
B0614 2 1,8,0,0,control
B0614 2 1,9,0,0,control
B0614 2 1,10,0,0,control
B0614 2 1,11,0,0,control
B0614 2 1,12,0,0,control
B0614 2 1,13,0,0,control
B0614 2 1,14,0,0,control
B0614 2 1,15,0,0,control
B0614 2 1,16,2,5.3,control
B0614 2 1,17,3,180.9500033,control
B0614 2 1,18,2,329.6833,control
B0614 2 1,19,0,0,control
B0614 2 1,20,2,340.6499667,control
B0615 2 2,1,0,0,control
B0615 2 2,2,0,0,control
B0615 2 2,3,0,0,control
B0615 2 2,4,0,0,control
B0615 2 2,5,0,0,control
B0615 2 2,6,0,0,control
B0615 2 2,7,1,4.88333367,control
B0615 2 2,8,1,6.6666663,control
B0615 2 2,9,0,0,control
B0615 2 2,10,0,0,control
B0615 2 2,11,0,0.7166667,control
B0615 2 2,12,1,6.8333334,control
B0615 2 2,13,2,68.78333,control
B0615 2 2,14,1,85.4499967,control
B0615 2 2,15,3,209.416667,control
B0615 2 2,16,5,314.95,control
B0615 2 2,17,1,174.3167,control
B0615 2 2,18,9,344.9833267,control
B0615 2 2,19,13,585.7833133,control
B0615 2 2,20,9,482.0333367,control
B0615 2 2,21,1,21.46667,control
B0618 2 2,1,0,0,control
B0618 2 2,2,0,0,control
B0618 2 2,3,0,0,control
B0618 2 2,4,0,0,control
B0618 2 2,5,0,0,control
B0618 2 2,6,0,0,control
B0618 2 2,7,0,0,control
B0618 2 2,8,0,0,control
B0618 2 2,9,0,0,control
B0618 2 2,10,0,0,control
B0618 2 2,11,0,0,control
B0618 2 2,12,0,0,control
B0618 2 2,13,1,2.516667,control
B0618 2 2,14,0,0,control
B0618 2 2,15,0,0,control
B0618 2 2,16,0,0,control
B0618 2 2,17,0,0,control
B0618 2 2,18,0,0,control
B0618 2 2,19,0,0,control
B0618 2 2,20,1,11.48333,control
B0618 2 2,21,0,0,control
B0618 2 2,22,1,3.45,control
B0618 2 2,23,2,10.616666,control
B0618 2 2,24,0,0,control
B0618 2 2,25,1,2.516667,control
B0618 2 2,26,2,5.566667,control
B0618 2 2,27,1,11.26667,control
B0619 2 1,1,0,0,control
B0619 2 1,2,0,0,control
B0619 2 1,3,0,0,control
B0619 2 1,4,0,0,control
B0619 2 1,5,0,0,control
B0619 2 1,6,1,9.05,control
B0619 2 1,7,1,7.5,control
B0619 2 1,8,0,0,control
B0619 2 1,9,1,3.95,control
B0619 2 1,10,1,2.616667,control
B0619 2 1,11,1,2.116667,control
B0619 2 1,12,0,0,control
B0619 2 1,13,0,0,control
B0619 2 1,14,4,9.45,control
B0619 2 1,15,4,51.666664,control
B0619 2 1,16,5,30.449999,control
B0619 2 1,17,8,85.41666,control
B0619 2 1,18,2,285.6167,control
B0619 2 1,19,5,134.2666567,control
B0619 2 1,20,4,474.36663,control
B0619 2 2,1,0,0,control
B0619 2 2,2,0,0,control
B0619 2 2,3,0,0,control
B0619 2 2,4,0,0,control
B0619 2 2,5,0,0,control
B0619 2 2,6,0,0,control
B0619 2 2,7,0,0,control
B0619 2 2,8,1,7.15,control
B0619 2 2,9,0,0,control
B0619 2 2,10,0,0,control
B0619 2 2,11,0,0.08333333,control
B0619 2 2,12,0,0,control
B0619 2 2,13,0,0,control
B0619 2 2,14,1,2.033333,control
B0619 2 2,15,0,0,control
B0619 2 2,16,0,0,control
B0619 2 2,17,0,0,control
B0619 2 2,18,1,2.45,control
B0619 2 2,19,0,0,control
B0619 2 2,20,1,1.483333,control
B0619 2 2,21,0,0,control
B0619 2 2,22,1,2.833333,control
B0619 2 2,23,1,2.366667,control
B0619 2 2,24,1,1.866667,control
B0619 2 2,25,1,1.133333,control
B0619 2 2,26,1,2.5333337,control
B0619 2 2,27,0,0.95,control
B0619 2 2,28,2,7.116667,control
B0619 2 2,29,1,1.916667,control
B0619 2 2,30,0,0.15,control
B0619 2 2,31,0,0.95,control
B0619 2 2,32,1,1.3,control
B0619 2 2,33,1,1.266667,control
B0619 2 2,34,5,15.4000001,control
B0621 2 1,1,0,0,control
B0621 2 1,2,0,0,control
B0621 2 1,3,0,0,control
B0621 2 1,4,0,0,control
B0621 2 1,5,0,0,control
B0621 2 1,6,0,0,control
B0621 2 1,7,0,0,control
B0621 2 1,8,0,0,control
B0621 2 1,9,0,0,control
B0621 2 1,10,1,151.1333,control
B0622 2 2,1,0,0,control
B0622 2 2,2,0,0,control
B0622 2 2,3,0,0,control
B0622 2 2,4,0,0,control
B0622 2 2,5,0,0,control
B0622 2 2,6,0,0,control
B0622 2 2,7,0,0,control
B0622 2 2,8,0,0,control
B0622 2 2,9,0,0,control
B0622 2 2,10,0,0,control
B0622 2 2,11,1,5.20000007,control
B0622 2 2,12,0,0,control
B0622 2 2,13,1,2.533333,control
B0622 2 2,14,0,0,control
B0622 2 2,15,0,0,control
B0622 2 2,16,0,0,control
B0622 2 2,17,0,0,control
B0622 2 2,18,0,0,control
B0622 2 2,19,0,0,control
B0622 2 2,20,0,0,control
B0622 2 2,21,0,0,control
B0622 2 2,22,0,0,control
B0622 2 2,23,0,0,control
B0622 2 2,24,1,2.25,control
B0622 2 2,25,0,0,control
B0622 2 2,26,0,0,control
B0622 2 2,27,1,1.983333,control
B0624 2 2,1,0,0,control
B0624 2 2,2,0,0,control
B0624 2 2,3,0,0,control
B0624 2 2,4,0,0,control
B0624 2 2,5,0,0,control
B0624 2 2,6,0,0,control
B0624 2 2,7,0,0,control
B0624 2 2,8,0,0,control
B0624 2 2,9,0,0,control
B0624 2 2,10,0,0,control
B0624 2 2,11,1,5.566667,control
B0624 2 2,12,0,0,control
B0624 2 2,13,0,0,control
B0624 2 2,14,0,0,control
B0624 2 2,15,0,0,control
B0624 2 2,16,0,0,control
B0624 2 2,17,0,0,control
B0624 2 2,18,0,0,control
B0624 2 2,19,0,0,control
B0624 2 2,20,1,4.35,control
B0624 2 2,21,0,0,control
B0624 2 2,22,0,0,control
B0624 2 2,23,1,2.7,control
B0625 2 2,1,0,0,control
B0625 2 2,2,0,0,control
B0625 2 2,3,0,0,control
B0625 2 2,4,0,0,control
B0625 2 2,5,0,0,control
B0625 2 2,6,0,0,control
B0625 2 2,7,0,0,control
B0625 2 2,8,0,0,control
B0625 2 2,9,0,0,control
B0625 2 2,10,0,0,control
B0625 2 2,11,0,0,control
B0625 2 2,12,1,2.5833337,control
B0625 2 2,13,0,0,control
B0625 2 2,14,1,2.083333,control
B0625 2 2,15,0,0,control
B0625 2 2,16,1,2.8500003,control
B0625 2 2,17,0,0,control
B0625 2 2,18,1,2.433333,control
B0625 2 2,19,1,3.35,control
B0625 2 2,20,4,71.5333367,control
B0625 2 2,21,3,58.86666036,control
B0627 2 2,1,0,0,control
B0627 2 2,2,0,0,control
B0627 2 2,3,0,0.03333333,control
B0629 2 2,1,0,0,control
B0629 2 2,2,0,0,control
B0629 2 2,3,0,0,control
B0629 2 2,4,0,0,control
B0629 2 2,5,0,0,control
B0629 2 2,6,0,0,control
B0629 2 2,7,0,0,control
B0629 2 2,8,0,0,control
B0629 2 2,9,0,0,control
B0629 2 2,10,0,0,control
B0629 2 2,11,1,2.5,control
B0629 2 2,12,1,3.3,control
B0629 2 2,13,1,2.316667,control
B0629 2 2,14,0,0,control
B0629 2 2,15,0,0,control
B0629 2 2,16,1,1.616667,control
B0629 2 2,17,0,0,control
B0629 2 2,18,0,0,control
B0629 2 2,19,0,0,control
B0629 2 2,20,1,1.583333,control
B0629 2 2,21,0,0,control
B0629 2 2,22,0,0,control
B0629 2 2,23,1,2.183333,control
B0629 2 2,24,0,0,control
B0629 2 2,25,0,0,control
B0629 2 2,26,1,1.983333,control
B0629 2 2,27,1,3.58333293,control
B0629 2 2,28,0,0,control
B0629 2 2,29,1,1.516667,control
B0629 2 2,30,2,2.4,control
B0629 2 2,31,1,1.15,control
B0630 2 1,1,0,0,control
B0630 2 1,2,0,0,control
B0630 2 1,3,0,0,control
B0630 2 1,4,0,0,control
B0630 2 1,5,1,2.83333367,control
B0630 2 1,6,3,44.48333363,control
B0630 2 2,1,0,0,control
B0630 2 2,2,0,0,control
B0630 2 2,3,0,0,control
B0630 2 2,4,0,0,control
B0630 2 2,5,1,8.05,control
B0630 2 2,6,2,37.73333,control
B0630 2 2,7,3,65.63334033,control
B0630 2 2,8,2,60.66666003,control
B0630 2 2,9,0,0.75,control
B0631 2 2,1,0,0,control
B0631 2 2,2,0,0,control
B0631 2 2,3,0,0,control
B0631 2 2,4,1,9.15,control
B0631 2 2,5,1,1.8,control
B0633 2 2,1,0,0,control
B0633 2 2,2,0,0,control
B0633 2 2,3,0,0,control
B0633 2 2,4,1,216.3833,control
B0635 2 1,1,0,0,control
B0635 2 1,2,0,0,control
B0635 2 1,3,0,0,control
B0635 2 1,4,0,0,control
B0635 2 1,5,0,0,control
B0635 2 1,6,0,0,control
B0635 2 1,7,0,0,control
B0635 2 1,8,0,0,control
B0635 2 1,9,1,3.616667,control
B0635 2 1,10,0,0,control
B0635 2 1,11,0,0,control
B0635 2 1,12,0,0,control
B0635 2 1,13,0,0,control
B0635 2 1,14,0,0,control
B0635 2 1,15,1,1.55,control
B0635 2 1,16,0,0,control
B0635 2 1,17,1,4.633333,control
B0635 2 1,18,1,2.81666633,control
B0635 2 1,19,0,0.15,control
B0635 2 1,20,2,130.9833,control
B0636 2 2,1,0,0,control
B0636 2 2,2,0,0,control
B0636 2 2,3,0,0,control
B0636 2 2,4,0,0,control
B0636 2 2,5,1,5.883333,control
B0636 2 2,6,0,0,control
B0636 2 2,7,0,0,control
B0636 2 2,8,0,0,control
B0636 2 2,9,0,0,control
B0636 2 2,10,0,0,control
B0636 2 2,11,0,0,control
B0636 2 2,12,0,0,control
B0636 2 2,13,1,7.5,control
B0636 2 2,14,0,0,control
B0636 2 2,15,0,0,control
B0636 2 2,16,0,0,control
B0636 2 2,17,0,0,control
B0636 2 2,18,0,0,control
B0636 2 2,19,0,0,control
B0636 2 2,20,0,0,control
B0636 2 2,21,0,0,control
B0636 2 2,22,0,0,control
B0636 2 2,23,1,2.233333,control
B0636 2 2,24,1,2.333333,control
B0636 2 2,25,0,0,control
B0636 2 2,26,0,0,control
B0636 2 2,27,1,1.216667,control
B0636 2 2,28,0,0,control
B0636 2 2,29,0,0,control
B0636 2 2,30,1,3.083333,control
B0637 2 2,1,0,0,control
B0637 2 2,2,0,0,control
B0637 2 2,3,0,0,control
B0637 2 2,4,0,0,control
B0637 2 2,5,1,11.31667,control
B0637 2 2,6,2,23.2499996,control
B0637 2 2,7,2,108.966633,control
B0637 2 2,8,0,0.4166667,control
B0637 2 2,9,0,1.1999999,control
B0638 2 2,1,0,0,control
B0638 2 2,2,0,0,control
B0638 2 2,3,0,0,control
B0638 2 2,4,0,0,control
B0638 2 2,5,0,0,control
B0638 2 2,6,0,0,control
B0638 2 2,7,0,0,control
B0638 2 2,8,1,14.3,control
B0638 2 2,9,1,3.55,control
B0638 2 2,10,2,159.033333,control
B0638 2 2,11,3,265.683367,control
B0638 2 2,12,13,344.45001,control
B0639 2 1,1,0,0,control
B0639 2 1,2,0,0,control
B0639 2 1,3,0,0,control
B0639 2 1,4,0,0,control
B0639 2 1,5,0,0,control
B0639 2 1,6,0,0,control
B0639 2 1,7,0,0,control
B0639 2 1,8,0,0,control
B0639 2 1,9,0,0,control
B0639 2 1,10,0,0,control
B0639 2 1,11,0,0,control
B0639 2 1,12,0,0,control
B0639 2 1,13,0,0,control
B0639 2 1,14,0,0,control
B0639 2 1,15,1,2.066667,control
B0639 2 1,16,1,2.41666667,control
B0639 2 1,17,1,1.85,control
