ID,Age,flights,duration,Treatment
B0301 1 2,1,0,0,control
B0301 1 2,2,0,0,control
B0301 1 2,3,0,0,control
B0301 1 2,4,1,71.6,control
B0304 1 1,1,0,0,control
B0304 1 1,2,0,0,control
B0304 1 1,3,0,0,control
B0304 1 1,4,0,0,control
B0304 1 1,5,0,0,control
B0304 1 1,6,1,26.93333333,control
B0304 1 1,7,0,0,control
B0304 1 1,8,0,0,control
B0304 1 1,9,0,0,control
B0304 1 1,10,1,9.716666666,control
B0304 1 1,11,1,4.416666666,control
B0304 1 1,12,0,0,control
B0304 1 1,13,0,0,control
B0304 1 1,14,0,0,control
B0304 1 1,15,1,3.483333333,control
B0304 1 1,16,1,48.7,control
B0304 1 1,17,3,150.0833333,control
B0304 1 1,18,2,111.15,control
B0304 1 1,19,0,0.966666667,control
B0304 1 1,20,2,12.23333333,control
B0305 1 2,1,0,0,control
B0305 1 2,2,0,0,control
B0305 1 2,3,0,0,control
B0305 1 2,4,0,0,control
B0305 1 2,5,0,0,control
B0305 1 2,6,0,0,control
B0305 1 2,7,0,0,control
B0305 1 2,8,0,0,control
B0305 1 2,9,0,0,control
B0305 1 2,10,0,0,control
B0305 1 2,11,0,0,control
B0305 1 2,12,0,0,control
B0305 1 2,13,0,0,control
B0305 1 2,14,0,0,control
B0305 1 2,15,0,0,control
B0305 1 2,16,0,0,control
B0305 1 2,17,0,0,control
B0305 1 2,18,0,0,control
B0305 1 2,19,0,0,control
B0305 1 2,20,0,0,control
B0305 1 2,21,0,0,control
B0305 1 2,22,0,0,control
B0305 1 2,23,0,0,control
B0305 1 2,24,0,0,control
B0305 1 2,25,0,0,control
B0305 1 2,26,8,43.41666667,control
B0307 1 2,1,0,0,control
B0307 1 2,2,0,0,control
B0307 1 2,3,0,0,control
B0307 1 2,4,0,0,control
B0307 1 2,5,0,0,control
B0307 1 2,6,1,11.5,control
B0307 1 2,7,0,0,control
B0307 1 2,8,1,2.316666667,control
B0307 1 2,9,0,0,control
B0307 1 2,10,0,0,control
B0307 1 2,11,2,3.4,control
B0307 1 2,12,0,0,control
B0307 1 2,13,0,0,control
B0307 1 2,14,0,0.966666667,control
B0307 1 2,15,0,0,control
B0307 1 2,16,3,5.55,control
B0307 1 2,17,0,0,control
B0307 1 2,18,2,5.016666666,control
B0307 1 2,19,2,131.85,control
B0307 1 2,20,1,58.73333333,control
B0308 1 2,1,0,0,control
B0308 1 2,2,0,0,control
B0308 1 2,3,0,0,control
B0308 1 2,4,1,2.183333333,control
B0308 1 2,5,2,9.516666666,control
B0308 1 2,6,2,38.78333333,control
B0308 1 2,7,2,58.71666666,control
B0308 1 2,8,1,92.03333333,control
B0308 1 2,9,1,45.75,control
B0309 1 1,1,0,0,control
B0309 1 1,2,0,0,control
B0309 1 1,3,0,0,control
B0309 1 1,4,0,0,control
B0309 1 1,5,0,0,control
B0309 1 1,6,1,8.433333333,control
B0309 1 1,7,1,3.783333333,control
B0309 1 1,8,2,194.9333333,control
B0309 1 1,9,2,192.2166666,control
B0309 1 1,10,3,312.8,control
B0309 1 1,11,1,179.0833333,control
B0309 1 1,12,0,0,control
B0309 1 1,13,0,0,control
B0309 1 1,14,1,15.93333333,control
B0309 1 1,15,1,203.4666667,control
B0309 1 1,16,2,434.9,control
B0309 1 1,17,3,529.7666667,control
B0309 1 1,18,1,178.5333333,control
B0309 1 1,19,1,73.36666667,control
B0309 1 1,20,1,127.4666667,control
B0312 1 2,1,0,0,control
B0312 1 2,2,0,0,control
B0312 1 2,3,0,0,control
B0312 1 2,4,0,0,control
B0312 1 2,5,0,0,control
B0312 1 2,6,0,0,control
B0312 1 2,7,0,0,control
B0312 1 2,8,0,0,control
B0312 1 2,9,0,0,control
B0312 1 2,10,0,0,control
B0312 1 2,11,1,3.433333334,control
B0312 1 2,12,0,0,control
B0312 1 2,13,0,0,control
B0312 1 2,14,1,2.1,control
B0312 1 2,15,0,0,control
B0312 1 2,16,3,10.05,control
B0312 1 2,17,0,0.666666667,control
B0313 2 2,1,0,0,control
B0313 2 2,2,0,0,control
B0313 2 2,3,0,0,control
B0313 2 2,4,0,0,control
B0313 2 2,5,2,7.716666666,control
B0313 2 2,6,1,5.666666666,control
B0313 2 2,7,3,37.3,control
B0313 2 2,8,7,111.0333333,control
B0313 2 2,9,3,47.81666666,control
B0314 1 2,1,0,0,control
B0314 1 2,2,0,0,control
B0314 1 2,3,0,0,control
B0314 1 2,4,0,0,control
B0314 1 2,5,1,16.11666667,control
B0314 1 2,6,0,0,control
B0314 1 2,7,0,0,control
B0314 1 2,8,0,0,control
B0314 1 2,9,0,0,control
B0314 1 2,10,0,0,control
B0314 1 2,11,1,4.7,control
B0315 1 1,1,0,0,control
B0315 1 1,2,0,0,control
B0315 1 1,3,0,0,control
B0315 1 1,4,0,0,control
B0315 1 1,5,0,0,control
B0315 1 1,6,1,8.233333333,control
B0315 1 1,7,1,6.9,control
B0315 1 1,8,0,0,control
B0315 1 1,9,0,0,control
B0315 1 1,10,0,0,control
B0315 1 1,11,3,132.7333333,control
B0315 1 1,12,0,0,control
B0315 1 1,13,0,0,control
B0315 1 1,14,1,3.95,control
B0315 1 1,15,2,331.5333334,control
B0315 1 1,16,1,160.55,control
B0315 1 1,17,1,133.0666667,control
B0315 1 1,18,3,140.35,control
B0315 1 1,19,3,36.00000001,control
B0315 1 1,20,4,187.3666667,control
B0315 1 2,1,0,0,control
B0315 1 2,2,0,0,control
B0315 1 2,3,0,0,control
B0315 1 2,4,0,0,control
B0315 1 2,5,0,0,control
B0315 1 2,6,0,0,control
B0315 1 2,7,0,0,control
B0315 1 2,8,1,4.333333333,control
B0315 1 2,9,0,0,control
B0315 1 2,10,0,0,control
B0315 1 2,11,0,0,control
B0315 1 2,12,0,0,control
B0315 1 2,13,0,0,control
B0315 1 2,14,0,0,control
B0315 1 2,15,0,0,control
B0315 1 2,16,0,0,control
B0315 1 2,17,0,0,control
B0315 1 2,18,0,0,control
B0315 1 2,19,0,0,control
B0315 1 2,20,0,0,control
B0315 1 2,21,0,0,control
B0315 1 2,22,0,0,control
B0315 1 2,23,0,0,control
B0315 1 2,24,1,1.483333333,control
B0316 1 1,1,0,0,control
B0316 1 1,2,0,0,control
B0316 1 1,3,0,0,control
B0316 1 1,4,0,0,control
B0316 1 1,5,0,0,control
B0316 1 1,6,0,0,control
B0316 1 1,7,1,6.633333333,control
B0316 1 1,8,0,0,control
B0316 1 1,9,0,0,control
B0316 1 1,10,0,0,control
B0316 1 1,11,1,5.683333333,control
B0316 1 1,12,0,0,control
B0316 1 1,13,0,0,control
B0316 1 1,14,0,0,control
B0316 1 1,15,1,4.95,control
B0316 1 1,16,4,15.01666667,control
B0316 1 1,17,4,24.38333333,control
B0316 1 1,18,5,138.6,control
B0316 1 1,19,1,34.43333333,control
B0316 1 1,20,3,268.7166666,control
B0316 1 2,1,0,0,control
B0316 1 2,2,0,0,control
B0316 1 2,3,0,0,control
B0316 1 2,4,2,64.7,control
B0317 1 2,1,0,0,control
B0317 1 2,2,0,0,control
B0317 1 2,3,0,0,control
B0317 1 2,4,0,0,control
B0317 1 2,5,1,5.166666667,control
B0317 1 2,6,1,4.05,control
B0317 1 2,7,1,1.65,control
B0317 1 2,8,1,1.966666667,control
B0317 1 2,9,0,0,control
B0317 1 2,10,0,0.666666667,control
B0317 1 2,11,3,11.01666667,control
B0317 1 2,12,3,36.25000001,control
B0318 1 2,1,0,0,control
B0318 1 2,2,2,50.13333333,control
B0320 1 2,1,0,0,control
B0320 1 2,2,0,0,control
B0320 1 2,3,0,0,control
B0320 1 2,4,1,7.366666667,control
B0320 1 2,5,1,21.8,control
B0321 1 1,1,0,0,control
B0321 1 1,2,0,0,control
B0321 1 1,3,0,0,control
B0321 1 1,4,1,5.95,control
B0321 1 1,5,0,0,control
B0321 1 1,6,1,2.683333333,control
B0321 1 1,7,1,2.433333333,control
B0321 1 1,8,1,3.483333333,control
B0321 1 1,9,1,3.200000001,control
B0321 1 1,10,1,3.283333333,control
B0321 1 1,11,4,252.4833334,control
B0321 1 1,12,2,161.0166667,control
B0321 1 1,13,0,0,control
B0321 1 1,14,1,2.05,control
B0321 1 1,15,3,382.1666666,control
B0321 1 1,16,0,0.55,control
B0322 1 2,1,0,0,control
B0322 1 2,2,0,0,control
B0322 1 2,3,0,0,control
B0322 1 2,4,0,0,control
B0322 1 2,5,1,17.65,control
B0322 1 2,6,0,0,control
B0322 1 2,7,0,0,control
B0322 1 2,8,1,9.25,control
B0323 1 1,1,0,0,control
B0323 1 1,2,0,0,control
B0323 1 1,3,0,0,control
B0323 1 1,4,0,0,control
B0323 1 1,5,0,0,control
B0323 1 1,6,3,85.56666667,control
B0323 1 1,7,7,282.1333333,control
B0323 1 1,8,4,206.2833333,control
B0323 1 1,9,0,0,control
B0323 1 1,10,2,78.18333333,control
B0324 1 1,1,0,0,control
B0324 1 1,2,0,0,control
B0324 1 1,3,0,0,control
B0324 1 1,4,0,0,control
B0324 1 1,5,0,0.133333333,control
B0324 1 2,1,0,0,control
B0324 1 2,2,0,0,control
B0324 1 2,3,0,0,control
B0324 1 2,4,0,0,control
B0324 1 2,5,0,0,control
B0324 1 2,6,1,8.1,control
B0324 1 2,7,0,0,control
B0324 1 2,8,1,2.866666667,control
B0324 1 2,9,0,0,control
B0324 1 2,10,0,0,control
B0324 1 2,11,1,1.366666667,control
B0324 1 2,12,0,0,control
B0324 1 2,13,0,0,control
B0324 1 2,14,0,0,control
B0324 1 2,15,0,0,control
B0324 1 2,16,1,2.266666666,control
B0324 1 2,17,0,0,control
B0324 1 2,18,1,1.733333333,control
B0324 1 2,19,0,0.55,control
B0324 1 2,20,0,0,control
B0324 1 2,21,1,2.266666667,control
B0324 1 2,22,3,3.666666666,control
B0324 1 2,23,1,4.233333333,control
B0324 1 2,24,3,42.4,control
B0325 1 1,1,0,0,control
B0325 1 1,2,0,0,control
B0325 1 1,3,0,0,control
B0325 1 1,4,0,0,control
B0325 1 1,5,0,0,control
B0325 1 1,6,0,0,control
B0325 1 1,7,0,0,control
B0325 1 1,8,0,0,control
B0325 1 1,9,0,0,control
B0325 1 1,10,0,0.833333333,control
B0325 1 1,11,0,1.25,control
B0325 1 2,1,0,0,control
B0325 1 2,2,0,0,control
B0325 1 2,3,0,0,control
B0325 1 2,4,0,0,control
B0325 1 2,5,0,0,control
B0325 1 2,6,1,44.53333333,control
B0325 1 2,7,1,49.15,control
B0325 1 2,8,0,0,control
B0325 1 2,9,1,2.333333333,control
B0325 1 2,10,1,1.216666667,control
B0325 1 2,11,1,3.15,control
B0327 1 1,1,0,0,control
B0327 1 1,2,3,10.96666667,control
B0329 1 1,1,0,0,control
B0329 1 1,2,0,0,control
B0329 1 1,3,0,0,control
B0329 1 1,4,0,0,control
B0329 1 1,5,0,0,control
B0329 1 1,6,1,18.25,control
B0329 1 1,7,1,3.716666667,control
B0329 1 1,8,0,0,control
B0329 1 1,9,1,2.766666667,control
B0329 1 1,10,1,1.116666667,control
B0329 1 1,11,5,199.8833333,control
B0331 1 1,1,0,0,control
B0331 1 1,2,0,0,control
B0331 1 1,3,0,0,control
B0331 1 1,4,0,0,control
B0331 1 1,5,0,0,control
B0331 1 1,6,1,42.78333333,control
B0331 1 1,7,0,0,control
B0331 1 1,8,0,0,control
B0331 1 1,9,0,0,control
B0331 1 1,10,0,0,control
B0331 1 1,11,1,11.26666667,control
B0331 1 1,12,0,0,control
B0331 1 1,13,0,0,control
B0331 1 1,14,0,0,control
B0331 1 1,15,0,0,control
B0331 1 1,16,0,0,control
B0331 1 1,17,1,3.583333333,control
B0331 1 1,18,0,0,control
B0331 1 1,19,1,2.633333333,control
B0331 1 1,20,3,18.15,control
B0333 1 1,1,0,0,control
B0333 1 1,2,0,0,control
B0333 1 1,3,0,0,control
B0333 1 1,4,0,0,control
B0333 1 1,5,0,0,control
B0333 1 1,6,2,13.41666667,control
B0333 1 2,1,0,0,control
B0333 1 2,2,0,0,control
B0333 1 2,3,0,0,control
B0333 1 2,4,0,0,control
B0333 1 2,5,0,0.466666667,control
B0333 1 2,6,2,3.9,control
B0333 1 2,7,4,33.93333334,control
B0334 1 2,1,0,0,control
B0334 1 2,2,0,0,control
B0334 1 2,3,0,0,control
B0334 1 2,4,1,4.816666667,control
B0334 1 2,5,0,0,control
B0334 1 2,6,5,253.8333333,control
B0335 1 1,1,0,0,control
B0335 1 1,2,0,0,control
B0335 1 1,3,0,0,control
B0335 1 1,4,0,0,control
B0335 1 1,5,0,0,control
B0335 1 1,6,0,0,control
B0335 1 1,7,0,0,control
B0335 1 1,8,0,0,control
B0335 1 1,9,1,3.6,control
B0335 1 1,10,2,105.2666666,control
B0335 1 1,11,1,20.38333333,control
B0335 1 1,12,0,0,control
B0335 1 1,13,0,0,control
B0335 1 1,14,0,0,control
B0335 1 1,15,3,265.9,control
B0335 1 1,16,2,313.3833334,control
B0335 1 1,17,1,158.1666667,control
B0335 1 1,18,2,365.5166666,control
B0335 1 1,19,1,122.2666667,control
B0335 1 1,20,1,190.6,control
B0335 1 2,1,0,0,control
B0335 1 2,2,0,0,control
B0335 1 2,3,0,0,control
B0335 1 2,4,0,0.033333333,control
B0335 1 2,5,1,4.033333333,control
B0335 1 2,6,0,0,control
B0335 1 2,7,1,2.916666667,control
B0335 1 2,8,1,1.316666667,control
B0335 1 2,9,1,1.95,control
B0335 1 2,10,0,0,control
B0335 1 2,11,1,1.1,control
B0335 1 2,12,2,5.85,control
B0335 1 2,13,2,17.71666667,control
B0335 1 2,14,2,197.3666667,control
B0335 1 2,15,4,303.25,control
B0337 1 1,1,0,0,control
B0337 1 1,2,0,0,control
B0337 1 1,3,0,0,control
B0337 1 1,4,0,0,control
B0337 1 1,5,0,0,control
B0337 1 1,6,0,0,control
B0337 1 1,7,0,0,control
B0337 1 1,8,0,0,control
B0337 1 1,9,1,37.73333333,control
B0337 1 1,10,0,0,control
B0337 1 1,11,1,2.516666667,control
B0337 1 1,12,0,0,control
B0337 1 1,13,0,0,control
B0337 1 1,14,0,0,control
B0337 1 1,15,1,2.8,control
B0337 1 1,16,1,1.4,control
B0337 1 1,17,3,140.6833333,control
B0337 1 1,18,3,140.3833333,control
B0337 1 1,19,4,149.8166667,control
B0337 1 1,20,4,196.9166667,control
B0337 1 2,1,0,0,control
B0337 1 2,2,0,0,control
B0337 1 2,3,0,0,control
B0337 1 2,4,2,34.46666667,control
B0337 1 2,5,5,258,control
B0337 1 2,6,2,288.7666667,control
B0338 1 2,1,0,0,control
B0338 1 2,2,0,0,control
B0338 1 2,3,0,0,control
B0338 1 2,4,1,4.55,control
B0338 1 2,5,0,0,control
B0338 1 2,6,0,0,control
B0338 1 2,7,0,0,control
B0338 1 2,8,1,5.016666667,control
B0338 1 2,9,0,0.6,control
B0338 1 2,10,0,0,control
B0338 1 2,11,1,1.433333333,control
B0339 1 2,1,0,0,control
B0339 1 2,2,0,0,control
B0339 1 2,3,0,0,control
B0339 1 2,4,1,8.133333334,control
B0339 1 2,5,1,3.466666667,control
B0339 1 2,6,7,115.0833333,control
B0339 1 2,7,1,120.1333333,control
B0339 1 2,8,2,284.1666666,control
B0339 1 2,9,1,167.4333333,control
B0340 1 2,1,0,0,control
B0340 1 2,2,0,0,control
B0340 1 2,3,0,0,control
B0340 1 2,4,1,4.066666667,control
B0340 1 2,5,0,0,control
B0340 1 2,6,0,0,control
B0340 1 2,7,0,0,control
B0340 1 2,8,1,2.2,control
B0340 1 2,9,4,40.85,control
B0340 1 2,10,6,87.25,control
B0341 1 2,1,0,0,control
B0341 1 2,2,0,0,control
B0341 1 2,3,0,0,control
B0341 1 2,4,0,0,control
B0341 1 2,5,0,0,control
B0341 1 2,6,1,2.85,control
B0341 1 2,7,0,0,control
B0341 1 2,8,1,2.166666667,control
B0343 1 1,1,0,0,control
B0343 1 1,2,0,0,control
B0343 1 1,3,0,0,control
B0343 1 1,4,0,0,control
B0343 1 1,5,0,0,control
B0343 1 1,6,1,3.05,control
B0343 1 1,7,1,2.466666667,control
B0343 1 1,8,0,0,control
B0343 1 1,9,1,2.466666667,control
B0343 1 1,10,2,59.05,control
B0343 1 1,11,6,395.3833333,control
B0343 1 1,12,1,57.23333333,control
B0343 1 1,13,0,0,control
B0343 1 1,14,2,5.85,control
B0343 1 1,15,4,429.9833334,control
B0343 1 1,16,3,198.7333333,control
B0343 1 1,17,2,257.0666667,control
B0343 1 1,18,2,143.95,control
B0343 1 1,19,1,3.716666667,control
B0343 1 1,20,3,133.2,control
B0344 1 1,1,0,0,control
B0344 1 1,2,0,0,control
B0344 1 1,3,0,0,control
B0344 1 1,4,0,0,control
B0344 1 1,5,0,0,control
B0344 1 1,6,1,3.833333333,control
B0344 1 1,7,0,0,control
B0344 1 1,8,0,0,control
B0344 1 1,9,0,0,control
B0344 1 1,10,1,3.483333333,control
B0344 1 1,11,3,26.98333334,control
B0344 1 1,12,0,0,control
B0344 1 1,13,0,0,control
B0344 1 1,14,0,0,control
B0344 1 1,15,2,151.9333334,control
B0344 1 1,16,2,372.35,control
B0344 1 1,17,1,9.416666667,control
B0345 1 2,1,0,0,control
B0345 1 2,2,0,0,control
B0345 1 2,3,0,0,control
B0345 1 2,4,0,0,control
B0345 1 2,5,0,0,control
B0345 1 2,6,0,0,control
B0345 1 2,7,0,0,control
B0345 1 2,8,0,0,control
B0345 1 2,9,0,0,control
B0345 1 2,10,0,0,control
B0345 1 2,11,1,5.283333333,control
B0345 1 2,12,0,0,control
B0345 1 2,13,0,0,control
B0345 1 2,14,0,0,control
B0345 1 2,15,0,0,control
B0345 1 2,16,0,0,control
B0345 1 2,17,0,0,control
B0345 1 2,18,1,3.933333333,control
B0346 1 2,1,0,0,control
B0346 1 2,2,0,0,control
B0346 1 2,3,0,0,control
B0346 1 2,4,1,2.916666667,control
B0347 1 1,1,0,0,control
B0347 1 1,2,0,0,control
B0347 1 1,3,0,0,control
B0347 1 1,4,0,0,control
B0347 1 1,5,0,0,control
B0347 1 1,6,1,4,control
B0347 1 1,7,0,0,control
B0347 1 1,8,0,0,control
B0347 1 1,9,0,0,control
B0347 1 1,10,1,2.516666667,control
B0347 1 1,11,0,0,control
B0347 1 1,12,0,0,control
B0347 1 1,13,0,0,control
B0347 1 1,14,0,0,control
B0347 1 1,15,0,0,control
B0347 1 1,16,1,3.666666667,control
B0347 1 1,17,0,0,control
B0347 1 1,18,2,3.683333334,control
B0347 1 1,19,0,0,control
B0347 1 1,20,3,148.8,control
B0349 1 1,1,0,0,control
B0349 1 1,2,0,0,control
B0349 1 1,3,0,0,control
B0349 1 1,4,0,0,control
B0349 1 1,5,0,0,control
B0349 1 1,6,0,0,control
B0349 1 1,7,1,5.5,control
B0349 1 1,8,0,0,control
B0349 1 1,9,0,0,control
B0349 1 1,10,1,2.333333333,control
B0349 1 1,11,4,76.63333333,control
B0349 1 2,1,0,0,control
B0349 1 2,2,0,0,control
B0349 1 2,3,1,9.316666667,control
B0349 1 2,4,0,0,control
B0349 1 2,5,0,0,control
B0349 1 2,6,0,0,control
B0349 1 2,7,0,0,control
B0349 1 2,8,0,0,control
B0349 1 2,9,0,0,control
B0349 1 2,10,0,0,control
B0349 1 2,11,2,6.566666666,control
B0349 1 2,12,1,2.8,control
B0349 1 2,13,1,4.4,control
B0350 1 2,1,0,0,control
B0350 1 2,2,0,0,control
B0350 1 2,3,0,0,control
B0350 1 2,4,2,15.4,control
B0350 1 2,5,6,56.94999999,control
B0350 1 2,6,17,194.4166667,control
B0350 1 2,7,10,119.6,control
B0350 1 2,8,1,19.65,control
B0372 2 3,1,0,0,control
B0372 2 3,2,0,0,control
B0372 2 3,3,0,0,control
B0372 2 3,4,0,0,control
B0372 2 3,5,0,0,control
B0372 2 3,6,1,4.916666667,control
B0372 2 3,7,0,0,control
B0372 2 3,8,0,0,control
B0372 2 3,9,0,0.166666667,control
B0372 2 3,10,2,24.38333333,control
B0372 2 3,11,2,59.23333334,control
B0372 2 3,12,3,117.6833333,control
B0372 2 3,13,3,49.03333333,control
B0372 2 3,14,1,13.3,control
B0372 2 3,15,0,0,control
B0372 2 3,16,0,0,control
B0372 2 3,17,0,0,control
B0372 2 3,18,4,53.96666667,control
B0372 2 3,19,0,0,control
B0372 2 3,20,0,0,control
B0372 2 3,21,0,0,control
B0372 2 3,22,3,110.7,control
B0372 2 3,23,4,184.2666667,control
B0372 2 3,24,6,265.75,control
B0372 2 3,25,1,3.383333333,control
B0372 2 3,26,5,355.7333333,control
B0372 2 3,27,1,49.08333333,control
B0375 2 3,1,0,0,control
B0375 2 3,2,0,0,control
B0375 2 3,3,0,0,control
B0375 2 3,4,0,0,control
B0375 2 3,5,0,0,control
B0375 2 3,6,2,13.26666667,control
B0375 2 3,7,0,0,control
B0375 2 3,8,0,0,control
B0375 2 3,9,2,10.33333333,control
B0375 2 3,10,0,0,control
B0375 2 3,11,2,5.866666667,control
B0375 2 3,12,1,1.2,control
B0376 2 3,1,0,0,control
B0376 2 3,2,0,0,control
B0376 2 3,3,0,0,control
B0376 2 3,4,0,0,control
B0376 2 3,5,0,0,control
B0376 2 3,6,0,0.083333334,control
B0376 2 3,7,0,0,control
B0376 2 3,8,0,0,control
B0376 2 3,9,1,2.783333333,control
B0376 2 3,10,0,0.733333333,control
B0377 2 3,1,0,0,control
B0377 2 3,2,0,0,control
B0377 2 3,3,0,0,control
B0377 2 3,4,0,0,control
B0377 2 3,5,0,0,control
B0377 2 3,6,0,0,control
B0377 2 3,7,0,0,control
B0377 2 3,8,0,0,control
B0377 2 3,9,0,0,control
B0377 2 3,10,0,0,control
B0377 2 3,11,0,0,control
B0377 2 3,12,0,0,control
B0377 2 3,13,1,2.366666667,control
B0377 2 3,14,0,0,control
B0377 2 3,15,0,0,control
B0377 2 3,16,0,0,control
B0377 2 3,17,0,0,control
B0377 2 3,18,1,5.1,control
B0377 2 3,19,0,0,control
B0377 2 3,20,1,2.116666666,control
B0377 2 3,21,1,1.716666667,control
B0377 2 3,22,2,2.766666667,control
B0377 2 3,23,1,3.966666667,control
B0377 2 3,24,4,121.05,control
B0377 2 3,25,1,18.56666667,control
B0377 2 3,26,1,34.26666667,control
B0377 2 3,27,0,0,control
B0377 2 3,28,1,59.66666667,control
B0377 2 3,29,0,0,control
B0377 2 3,30,0,0,control
B0377 2 3,31,5,118.7666667,control
B0377 2 3,32,7,291.5666667,control
B0377 2 3,33,6,247.8333333,control
B0378 2 3,1,0,0,control
B0378 2 3,2,0,0,control
B0378 2 3,3,0,0,control
B0378 2 3,4,0,0,control
B0378 2 3,5,0,0,control
B0378 2 3,6,0,0,control
B0378 2 3,7,0,0,control
B0378 2 3,8,0,0,control
B0378 2 3,9,1,5.1,control
B0378 2 3,10,0,0,control
B0378 2 3,11,0,0,control
B0378 2 3,12,0,0,control
B0378 2 3,13,0,0,control
B0378 2 3,14,0,0,control
B0378 2 3,15,0,0,control
B0378 2 3,16,0,0,control
B0378 2 3,17,0,0,control
B0378 2 3,18,1,3.433333333,control
B0378 2 3,19,0,0,control
B0378 2 3,20,0,0,control
B0378 2 3,21,1,1.9,control
B0378 2 3,22,0,0,control
B0378 2 3,23,1,1.5,control
B0378 2 3,24,0,0,control
B0378 2 3,25,0,0,control
B0378 2 3,26,0,0,control
B0378 2 3,27,0,0,control
B0378 2 3,28,1,1.316666667,control
B0378 2 3,29,0,0,control
B0378 2 3,30,0,0,control
B0378 2 3,31,6,60.41666667,control
B0378 2 3,32,1,4.25,control
B0379 2 3,1,0,0,control
B0379 2 3,2,0,0,control
B0379 2 3,3,0,0,control
B0379 2 3,4,0,0,control
B0379 2 3,5,0,0,control
B0379 2 3,6,1,21.16666667,control
B0379 2 3,7,0,0,control
B0379 2 3,8,0,0,control
B0379 2 3,9,1,12.53333333,control
B0379 2 3,10,0,0,control
B0379 2 3,11,1,2.783333333,control
B0379 2 3,12,0,0,control
B0379 2 3,13,0,0,control
B0379 2 3,14,0,0,control
B0379 2 3,15,0,0,control
B0379 2 3,16,0,0,control
B0379 2 3,17,0,0,control
B0379 2 3,18,1,2.983333333,control
B0379 2 3,19,0,0,control
B0379 2 3,20,1,2.133333333,control
B0379 2 3,21,0,0,control
B0379 2 3,22,2,3.466666667,control
B0379 2 3,23,1,1.066666667,control
B0379 2 3,24,11,169.2166667,control
B0379 2 3,25,0,0,control
B0379 2 3,26,4,81.66666666,control
B0379 2 3,27,0,0,control
B0379 2 3,28,6,98.68333332,control
B0379 2 3,29,0,0,control
B0379 2 3,30,0,0.616666666,control
B0379 2 3,31,8,212.1000133,control
B0379 2 3,32,16,299.749987,control
B0379 2 3,33,7,214.5999967,control
B0379 2 3,34,11,320.9166533,control
B0379 2 3,35,9,253.2833367,control
B0379 2 3,36,8,222.9166733,control
B0379 2 3,37,7,132.96667,control
B0379 2 3,38,3,66.9833267,control
B0379 2 3,39,2,43.51666,control
B0380 2 3,1,0,0,control
B0380 2 3,2,0,0,control
B0380 2 3,3,0,0,control
B0380 2 3,4,0,0,control
B0380 2 3,5,0,0,control
B0380 2 3,6,1,2.633333,control
B0380 2 3,7,0,0,control
B0380 2 3,8,0,0,control
B0380 2 3,9,0,0,control
B0380 2 3,10,5,56.58334,control
B0380 2 3,11,3,152.6,control
B0380 2 3,12,6,59.950007,control
B0380 2 3,13,3,65.95,control
B0380 2 3,14,1,169.0667,control
B0380 2 3,15,3,74.48333333,control
B0380 2 3,16,0,0,control
B0380 2 3,17,2,2.316667,control
B0380 2 3,18,1,17.28333,control
B0381 2 3,1,0,0,control
B0381 2 3,2,0,0,control
B0381 2 3,3,0,0,control
B0381 2 3,4,0,0,control
B0381 2 3,5,0,0,control
B0381 2 3,6,1,3.483333,control
B0381 2 3,7,0,0,control
B0381 2 3,8,0,0,control
B0381 2 3,9,1,2.033333,control
B0381 2 3,10,1,3.15000036,control
B0381 2 3,11,1,7.483333,control
B0381 2 3,12,1,2.5000003,control
B0381 2 3,13,2,4.283333,control
B0381 2 3,14,3,49.16667,control
B0381 2 3,15,4,61.88334,control
B0381 2 3,16,0,0.4666666,control
B0381 2 3,17,1,9.4,control
B0381 2 3,18,12,233.40001,control
B0381 2 3,19,4,15.0833333,control
B0381 2 3,20,9,227.8,control
B0381 2 3,21,5,99.73333,control
B0381 2 3,22,11,277.88333,control
B0381 2 3,23,8,216.9333333,control
B0381 2 3,24,11,253.65,control
B0381 2 3,25,8,167.03334,control
B0381 2 3,26,15,318.99999,control
B0381 2 3,27,1,44.75,control
B0381 2 3,28,10,312.30001,control
B0386 2 3,1,0,0,control
B0386 2 3,2,0,0,control
B0386 2 3,3,0,0,control
B0386 2 3,4,0,0,control
B0386 2 3,5,0,0,control
B0386 2 3,6,0,0,control
B0386 2 3,7,0,0,control
B0386 2 3,8,0,0,control
B0386 2 3,9,0,0.08333333,control
B0386 2 3,10,0,0.1,control
B0396 2 3,1,0,0,control
B0396 2 3,2,0,0,control
B0396 2 3,3,0,0,control
B0396 2 3,4,0,0,control
B0396 2 3,5,0,0,control
B0396 2 3,6,0,0,control
B0396 2 3,7,0,0,control
B0396 2 3,8,0,0,control
B0396 2 3,9,0,0,control
B0396 2 3,10,0,0,control
B0396 2 3,11,0,0,control
B0396 2 3,12,0,0,control
B0396 2 3,13,0,0,control
B0396 2 3,14,0,0,control
B0396 2 3,15,0,0,control
B0396 2 3,16,0,0,control
B0396 2 3,17,1,5.53333366,control
B0396 2 3,18,1,1.21666667,control
B0396 2 3,19,0,0,control
B0396 2 3,20,1,2.816667,control
B0396 2 3,21,0,0,control
B0396 2 3,22,1,1.8,control
B0396 2 3,23,0,0,control
B0396 2 3,24,1,1.8,control
B0396 2 3,25,0,0,control
B0396 2 3,26,0,0,control
B0396 2 3,27,0,0,control
B0396 2 3,28,2,12.28333,control
