ID;Age;flights;duration;max;Treatment
ccd10001;0;0;0;5;control
ccd10001;1;0;0;5;control
ccd10001;2;0;0;5;control
ccd10001;3;0;0;5;control
ccd10001;4;0;0;5;control
ccd10001;5;1;7;5;control
ccd10002;0;0;0;4;control
ccd10002;1;0;0;4;control
ccd10002;2;0;0;4;control
ccd10002;3;1;6;4;control
ccd10002;4;1;11;4;control
ccd10004;0;0;0;41;control
ccd10004;1;0;0;41;control
ccd10004;2;0;0;41;control
ccd10004;3;0;0;41;control
ccd10004;4;1;9;41;control
ccd10004;5;7;20;41;control
ccd10004;6;4;6;41;control
ccd10004;7;2;8;41;control
ccd10004;8;3;7;41;control
ccd10004;9;6;8;41;control
ccd10004;10;3;7;41;control
ccd10004;11;4;9;41;control
ccd10004;12;6;8;41;control
ccd10004;13;3;3;41;control
ccd10004;14;3;4;41;control
ccd10004;15;5;4;41;control
ccd10004;16;3;12;41;control
ccd10004;17;5;8;41;control
ccd10004;18;9;23;41;control
ccd10004;19;9;22;41;control
ccd10004;20;0;0;41;control
ccd10004;21;2;2;41;control
ccd10004;22;6;15;41;control
ccd10004;23;6;68;41;control
ccd10004;24;6;326;41;control
ccd10004;25;3;188;41;control
ccd10004;26;2;94;41;control
ccd10004;27;1;2;41;control
ccd10004;28;3;5;41;control
ccd10004;29;3;3;41;control
ccd10004;30;7;179;41;control
ccd10004;31;7;319;41;control
ccd10004;32;4;247;41;control
ccd10004;33;6;339;41;control
ccd10004;34;6;339;41;control
ccd10004;35;4;394;41;control
ccd10004;36;5;370;41;control
ccd10004;37;5;381;41;control
ccd10004;38;5;421;41;control
ccd10004;39;4;420;41;control
ccd10004;40;2;43;41;control
ccd10004;41;1;0;41;control
ccd10005;0;0;0;6;control
ccd10005;1;0;0;6;control
ccd10005;2;0;0;6;control
ccd10005;3;0;0;6;control
ccd10005;4;0;0;6;control
ccd10005;5;3;11;6;control
ccd10005;6;2;5;6;control
ccd10006;0;0;0;12;control
ccd10006;1;0;0;12;control
ccd10006;2;0;0;12;control
ccd10006;3;0;0;12;control
ccd10006;4;1;17;12;control
ccd10006;5;1;4;12;control
ccd10006;6;0;0;12;control
ccd10006;7;2;2;12;control
ccd10006;8;2;6;12;control
ccd10006;9;5;13;12;control
ccd10006;10;4;10;12;control
ccd10006;11;3;2;12;control
ccd10006;12;3;5;12;control
ccd10007;0;0;0;23;control
ccd10007;1;0;0;23;control
ccd10007;2;0;0;23;control
ccd10007;3;0;0;23;control
ccd10007;4;0;0;23;control
ccd10007;5;1;6;23;control
ccd10007;6;3;11;23;control
ccd10007;7;8;15;23;control
ccd10007;8;5;13;23;control
ccd10007;9;4;78;23;control
ccd10007;10;8;28;23;control
ccd10007;11;3;2;23;control
ccd10007;12;4;7;23;control
ccd10007;13;2;0;23;control
ccd10007;14;1;2;23;control
ccd10007;15;0;0;23;control
ccd10007;16;5;11;23;control
ccd10007;17;4;7;23;control
ccd10007;18;10;190;23;control
ccd10007;19;6;246;23;control
ccd10007;20;11;384;23;control
ccd10007;21;5;267;23;control
ccd10007;22;7;395;23;control
ccd10007;23;6;401;23;control
ccd10008;0;0;0;17;control
ccd10008;1;0;0;17;control
ccd10008;2;0;0;17;control
ccd10008;3;0;0;17;control
ccd10008;4;1;27;17;control
ccd10008;5;1;7;17;control
ccd10008;6;1;4;17;control
ccd10008;7;2;7;17;control
ccd10008;8;2;10;17;control
ccd10008;9;12;23;17;control
ccd10008;10;11;33;17;control
ccd10008;11;13;136;17;control
ccd10008;12;12;271;17;control
ccd10008;13;5;173;17;control
ccd10008;14;8;192;17;control
ccd10008;15;9;396;17;control
ccd10008;16;6;347;17;control
ccd10008;17;8;327;17;control
ccd1000a;0;0;0;15;control
ccd1000a;1;0;0;15;control
ccd1000a;2;0;0;15;control
ccd1000a;3;0;0;15;control
ccd1000a;4;0;0;15;control
ccd1000a;5;0;0;15;control
ccd1000a;6;0;0;15;control
ccd1000a;7;0;0;15;control
ccd1000a;8;0;0;15;control
ccd1000a;9;5;225;15;control
ccd1000a;10;8;234;15;control
ccd1000a;11;4;96;15;control
ccd1000a;12;2;64;15;control
ccd1000a;13;1;0;15;control
ccd1000a;14;0;0;15;control
ccd1000a;15;3;114;15;control
ccd1000c;0;0;0;15;control
ccd1000c;1;0;0;15;control
ccd1000c;2;0;0;15;control
ccd1000c;3;0;0;15;control
ccd1000c;4;1;0;15;control
ccd1000c;5;1;4;15;control
ccd1000c;6;2;16;15;control
ccd1000c;7;1;3;15;control
ccd1000c;8;2;6;15;control
ccd1000c;9;3;4;15;control
ccd1000c;10;1;175;15;control
ccd1000c;11;3;8;15;control
ccd1000c;12;3;2;15;control
ccd1000c;13;2;2;15;control
ccd1000c;14;2;4;15;control
ccd1000c;15;4;142;15;control
ccd1000f;0;0;0;11;control
ccd1000f;1;0;0;11;control
ccd1000f;2;0;0;11;control
ccd1000f;3;0;0;11;control
ccd1000f;4;1;12;11;control
ccd1000f;5;1;7;11;control
ccd1000f;6;1;7;11;control
ccd1000f;7;1;5;11;control
ccd1000f;8;0;0;11;control
ccd1000f;9;2;7;11;control
ccd1000f;10;4;120;11;control
ccd1000f;11;6;15;11;control
ccd10011;0;0;0;6;control
ccd10011;1;0;0;6;control
ccd10011;2;0;0;6;control
ccd10011;3;0;0;6;control
ccd10011;4;1;18;6;control
ccd10011;5;3;17;6;control
ccd10011;6;6;10;6;control
ccd10012;0;0;0;19;control
ccd10012;1;0;0;19;control
ccd10012;2;0;0;19;control
ccd10012;3;1;0;19;control
ccd10012;4;1;0;19;control
ccd10012;5;1;4;19;control
ccd10012;6;1;3;19;control
ccd10012;7;1;4;19;control
ccd10012;8;1;3;19;control
ccd10012;9;2;3;19;control
ccd10012;10;3;6;19;control
ccd10012;11;4;10;19;control
ccd10012;12;4;4;19;control
ccd10012;13;3;0;19;control
ccd10012;14;6;105;19;control
ccd10012;15;7;363;19;control
ccd10012;16;4;266;19;control
ccd10012;17;6;384;19;control
ccd10012;18;7;400;19;control
ccd10012;19;10;433;19;control
ccd10013;0;0;0;21;control
ccd10013;1;0;0;21;control
ccd10013;2;0;0;21;control
ccd10013;3;0;0;21;control
ccd10013;4;2;19;21;control
ccd10013;5;2;4;21;control
ccd10013;6;3;177;21;control
ccd10013;7;1;3;21;control
ccd10013;8;3;0;21;control
ccd10013;9;5;14;21;control
ccd10013;10;5;12;21;control
ccd10013;11;7;21;21;control
ccd10013;12;7;34;21;control
ccd10013;13;3;222;21;control
ccd10013;14;6;7;21;control
ccd10013;15;5;260;21;control
ccd10013;16;5;228;21;control
ccd10013;17;5;293;21;control
ccd10013;18;5;374;21;control
ccd10013;19;8;343;21;control
ccd10013;20;5;275;21;control
ccd10013;21;7;350;21;control
ccd10016;0;0;0;4;control
ccd10016;1;0;0;4;control
ccd10016;2;0;0;4;control
ccd10016;3;0;0;4;control
ccd10016;4;1;23;4;control
ccd10017;0;0;0;10;control
ccd10017;1;0;0;10;control
ccd10017;2;0;0;10;control
ccd10017;3;0;0;10;control
ccd10017;4;1;11;10;control
ccd10017;5;1;6;10;control
ccd10017;6;1;4;10;control
ccd10017;7;2;7;10;control
ccd10017;8;3;11;10;control
ccd10017;9;1;3;10;control
ccd10017;10;1;158;10;control
ccd1001a;0;0;0;5;control
ccd1001a;1;0;0;5;control
ccd1001a;2;0;0;5;control
ccd1001a;3;0;0;5;control
ccd1001a;4;1;3;5;control
ccd1001a;5;3;13;5;control
ccd1001b;0;0;0;31;control
ccd1001b;1;0;0;31;control
ccd1001b;2;0;0;31;control
ccd1001b;3;1;0;31;control
ccd1001b;4;1;6;31;control
ccd1001b;5;1;5;31;control
ccd1001b;6;0;0;31;control
ccd1001b;7;2;3;31;control
ccd1001b;8;0;0;31;control
ccd1001b;9;2;5;31;control
ccd1001b;10;1;3;31;control
ccd1001b;11;3;6;31;control
ccd1001b;12;3;6;31;control
ccd1001b;13;2;7;31;control
ccd1001b;14;2;0;31;control
ccd1001b;15;3;6;31;control
ccd1001b;16;3;5;31;control
ccd1001b;17;14;73;31;control
ccd1001b;18;9;10;31;control
ccd1001b;19;2;2;31;control
ccd1001b;20;0;0;31;control
ccd1001b;21;5;7;31;control
ccd1001b;22;11;273;31;control
ccd1001b;23;8;321;31;control
ccd1001b;24;5;321;31;control
ccd1001b;25;10;311;31;control
ccd1001b;26;7;248;31;control
ccd1001b;27;1;16;31;control
ccd1001b;28;2;15;31;control
ccd1001b;29;4;141;31;control
ccd1001b;30;8;283;31;control
ccd1001b;31;2;122;31;control
ccd1001d;0;0;0;27;control
ccd1001d;1;0;0;27;control
ccd1001d;2;0;0;27;control
ccd1001d;3;0;0;27;control
ccd1001d;4;0;0;27;control
ccd1001d;5;1;10;27;control
ccd1001d;6;2;19;27;control
ccd1001d;7;2;10;27;control
ccd1001d;8;4;8;27;control
ccd1001d;9;5;11;27;control
ccd1001d;10;6;4;27;control
ccd1001d;11;6;48;27;control
ccd1001d;12;9;26;27;control
ccd1001d;13;4;4;27;control
ccd1001d;14;10;41;27;control
ccd1001d;15;5;300;27;control
ccd1001d;16;5;267;27;control
ccd1001d;17;3;191;27;control
ccd1001d;18;7;373;27;control
ccd1001d;19;3;227;27;control
ccd1001d;20;3;70;27;control
ccd1001d;21;6;396;27;control
ccd1001d;22;6;410;27;control
ccd1001d;23;8;381;27;control
ccd1001d;24;7;431;27;control
ccd1001d;25;8;382;27;control
ccd1001d;26;6;272;27;control
ccd1001d;27;3;43;27;control
ccd10022;0;0;0;16;control
ccd10022;1;0;0;16;control
ccd10022;2;0;0;16;control
ccd10022;3;0;0;16;control
ccd10022;4;1;14;16;control
ccd10022;5;1;6;16;control
ccd10022;6;1;4;16;control
ccd10022;7;2;7;16;control
ccd10022;8;3;8;16;control
ccd10022;9;4;8;16;control
ccd10022;10;3;9;16;control
ccd10022;11;5;12;16;control
ccd10022;12;4;157;16;control
ccd10022;13;4;51;16;control
ccd10022;14;5;160;16;control
ccd10022;15;9;302;16;control
ccd10022;16;2;68;16;control
ccd10023;0;0;0;7;control
ccd10023;1;0;0;7;control
ccd10023;2;0;0;7;control
ccd10023;3;0;0;7;control
ccd10023;4;0;0;7;control
ccd10023;5;1;3;7;control
ccd10023;6;3;4;7;control
ccd10023;7;1;3;7;control
ccd10025;0;0;0;8;control
ccd10025;1;0;0;8;control
ccd10025;2;0;0;8;control
ccd10025;3;0;0;8;control
ccd10025;4;1;17;8;control
ccd10025;5;1;10;8;control
ccd10025;6;2;8;8;control
ccd10025;7;2;6;8;control
ccd10025;8;2;5;8;control
ccd10027;0;0;0;5;control
ccd10027;1;0;0;5;control
ccd10027;2;0;0;5;control
ccd10027;3;0;0;5;control
ccd10027;4;2;11;5;control
ccd10027;5;3;0;5;control
ccd1002c;0;0;0;10;control
ccd1002c;1;0;0;10;control
ccd1002c;2;0;0;10;control
ccd1002c;3;0;0;10;control
ccd1002c;4;0;0;10;control
ccd1002c;5;1;11;10;control
ccd1002c;6;3;27;10;control
ccd1002c;7;3;54;10;control
ccd1002c;8;17;299;10;control
ccd1002c;9;16;383;10;control
ccd1002c;10;1;0;10;control
ccd1002d;0;0;0;9;control
ccd1002d;1;0;0;9;control
ccd1002d;2;0;0;9;control
ccd1002d;3;0;0;9;control
ccd1002d;4;1;28;9;control
ccd1002d;5;3;17;9;control
ccd1002d;6;5;3;9;control
ccd1002d;7;6;17;9;control
ccd1002d;8;4;8;9;control
ccd1002d;9;8;178;9;control
ccd1002e;0;0;0;19;control
ccd1002e;1;0;0;19;control
ccd1002e;2;0;0;19;control
ccd1002e;3;0;0;19;control
ccd1002e;4;3;8;19;control
ccd1002e;5;0;0;19;control
ccd1002e;6;1;5;19;control
ccd1002e;7;1;3;19;control
ccd1002e;8;2;5;19;control
ccd1002e;9;2;7;19;control
ccd1002e;10;2;5;19;control
ccd1002e;11;3;8;19;control
ccd1002e;12;4;9;19;control
ccd1002e;13;3;2;19;control
ccd1002e;14;2;7;19;control
ccd1002e;15;4;8;19;control
ccd1002e;16;3;7;19;control
ccd1002e;17;8;51;19;control
ccd1002e;18;7;250;19;control
ccd1002e;19;8;172;19;control
ccd1002f;0;0;0;18;control
ccd1002f;1;0;0;18;control
ccd1002f;2;0;0;18;control
ccd1002f;3;0;0;18;control
ccd1002f;4;1;8;18;control
ccd1002f;5;1;6;18;control
ccd1002f;6;1;5;18;control
ccd1002f;7;2;10;18;control
ccd1002f;8;2;9;18;control
ccd1002f;9;3;20;18;control
ccd1002f;10;3;26;18;control
ccd1002f;11;6;20;18;control
ccd1002f;12;4;170;18;control
ccd1002f;13;4;79;18;control
ccd1002f;14;14;33;18;control
ccd1002f;15;12;39;18;control
ccd1002f;16;15;46;18;control
ccd1002f;17;7;123;18;control
ccd1002f;18;9;181;18;control
ccd10032;0;0;0;3;control
ccd10032;1;0;0;3;control
ccd10032;2;0;0;3;control
ccd10032;3;1;0;3;control
ccd10033;0;0;0;5;control
ccd10033;1;0;0;5;control
ccd10033;2;0;0;5;control
ccd10033;3;0;0;5;control
ccd10033;4;0;0;5;control
ccd10033;5;2;15;5;control
ccd10038;0;0;0;10;control
ccd10038;1;0;0;10;control
ccd10038;2;0;0;10;control
ccd10038;3;0;0;10;control
ccd10038;4;1;50;10;control
ccd10038;5;8;29;10;control
ccd10038;6;5;22;10;control
ccd10038;7;1;5;10;control
ccd10038;8;2;5;10;control
ccd10038;9;2;6;10;control
ccd10038;10;2;7;10;control
ccd1003c;0;0;0;5;control
ccd1003c;1;0;0;5;control
ccd1003c;2;0;0;5;control
ccd1003c;3;0;0;5;control
ccd1003c;4;3;8;5;control
ccd1003c;5;2;7;5;control
ccd1003d;0;0;0;25;control
ccd1003d;1;0;0;25;control
ccd1003d;2;0;0;25;control
ccd1003d;3;0;0;25;control
ccd1003d;4;2;11;25;control
ccd1003d;5;1;5;25;control
ccd1003d;6;1;8;25;control
ccd1003d;7;0;0;25;control
ccd1003d;8;2;6;25;control
ccd1003d;9;2;6;25;control
ccd1003d;10;2;4;25;control
ccd1003d;11;4;6;25;control
ccd1003d;12;4;9;25;control
ccd1003d;13;2;0;25;control
ccd1003d;14;4;6;25;control
ccd1003d;15;10;278;25;control
ccd1003d;16;7;253;25;control
ccd1003d;17;3;303;25;control
ccd1003d;18;6;297;25;control
ccd1003d;19;7;243;25;control
ccd1003d;20;2;53;25;control
ccd1003d;21;11;439;25;control
ccd1003d;22;7;383;25;control
ccd1003d;23;10;371;25;control
ccd1003d;24;10;423;25;control
ccd1003d;25;8;344;25;control
ccd10040;0;0;0;3;control
ccd10040;1;0;0;3;control
ccd10040;2;0;0;3;control
ccd10040;3;1;0;3;control
ccd10041;0;0;0;4;control
ccd10041;1;0;0;4;control
ccd10041;2;0;0;4;control
ccd10041;3;0;0;4;control
ccd10041;4;1;6;4;control
ccd10044;0;0;0;15;control
ccd10044;1;0;0;15;control
ccd10044;2;0;0;15;control
ccd10044;3;0;0;15;control
ccd10044;4;1;19;15;control
ccd10044;5;2;7;15;control
ccd10044;6;2;3;15;control
ccd10044;7;1;3;15;control
ccd10044;8;6;18;15;control
ccd10044;9;4;8;15;control
ccd10044;10;5;12;15;control
ccd10044;11;5;9;15;control
ccd10044;12;6;112;15;control
ccd10044;13;7;72;15;control
ccd10044;14;6;288;15;control
ccd10044;15;1;17;15;control
ccd10049;0;0;0;23;control
ccd10049;1;0;0;23;control
ccd10049;2;0;0;23;control
ccd10049;3;0;0;23;control
ccd10049;4;3;18;23;control
ccd10049;5;3;40;23;control
ccd10049;6;5;17;23;control
ccd10049;7;3;117;23;control
ccd10049;8;3;11;23;control
ccd10049;9;7;46;23;control
ccd10049;10;3;7;23;control
ccd10049;11;12;38;23;control
ccd10049;12;12;29;23;control
ccd10049;13;6;54;23;control
ccd10049;14;6;143;23;control
ccd10049;15;9;157;23;control
ccd10049;16;13;300;23;control
ccd10049;17;10;345;23;control
ccd10049;18;10;364;23;control
ccd10049;19;11;275;23;control
ccd10049;20;4;138;23;control
ccd10049;21;7;376;23;control
ccd10049;22;7;356;23;control
ccd10049;23;4;262;23;control
ccd1004a;0;0;0;14;control
ccd1004a;1;0;0;14;control
ccd1004a;2;0;0;14;control
ccd1004a;3;0;0;14;control
ccd1004a;4;1;10;14;control
ccd1004a;5;1;8;14;control
ccd1004a;6;1;7;14;control
ccd1004a;7;1;5;14;control
ccd1004a;8;1;4;14;control
ccd1004a;9;3;5;14;control
ccd1004a;10;3;4;14;control
ccd1004a;11;5;6;14;control
ccd1004a;12;4;2;14;control
ccd1004a;13;4;3;14;control
ccd1004a;14;2;5;14;control
ccd1004b;0;0;0;21;control
ccd1004b;1;0;0;21;control
ccd1004b;2;0;0;21;control
ccd1004b;3;0;0;21;control
ccd1004b;4;1;14;21;control
ccd1004b;5;7;28;21;control
ccd1004b;6;2;7;21;control
ccd1004b;7;2;4;21;control
ccd1004b;8;3;5;21;control
ccd1004b;9;5;23;21;control
ccd1004b;10;3;9;21;control
ccd1004b;11;7;8;21;control
ccd1004b;12;10;10;21;control
ccd1004b;13;3;4;21;control
ccd1004b;14;10;31;21;control
ccd1004b;15;6;6;21;control
ccd1004b;16;9;8;21;control
ccd1004b;17;24;101;21;control
ccd1004b;18;10;67;21;control
ccd1004b;19;13;53;21;control
ccd1004b;20;6;252;21;control
ccd1004b;21;5;280;21;control
ccd10050;0;0;0;5;control
ccd10050;1;0;0;5;control
ccd10050;2;0;0;5;control
ccd10050;3;0;0;5;control
ccd10050;4;0;0;5;control
ccd10050;5;3;9;5;control
ccd10053;0;0;0;20;control
ccd10053;1;0;0;20;control
ccd10053;2;0;0;20;control
ccd10053;3;0;0;20;control
ccd10053;4;4;15;20;control
ccd10053;5;5;7;20;control
ccd10053;6;8;20;20;control
ccd10053;7;0;0;20;control
ccd10053;8;1;3;20;control
ccd10053;9;1;2;20;control
ccd10053;10;1;0;20;control
ccd10053;11;2;5;20;control
ccd10053;12;2;4;20;control
ccd10053;13;1;3;20;control
ccd10053;14;0;0;20;control
ccd10053;15;2;4;20;control
ccd10053;16;3;4;20;control
ccd10053;17;3;7;20;control
ccd10053;18;2;3;20;control
ccd10053;19;4;4;20;control
ccd10053;20;2;103;20;control
ccd10055;0;0;0;37;control
ccd10055;1;0;0;37;control
ccd10055;2;0;0;37;control
ccd10055;3;0;0;37;control
ccd10055;4;1;70;37;control
ccd10055;5;6;56;37;control
ccd10055;6;7;11;37;control
ccd10055;7;1;3;37;control
ccd10055;8;2;131;37;control
ccd10055;9;5;8;37;control
ccd10055;10;2;3;37;control
ccd10055;11;4;4;37;control
ccd10055;12;3;4;37;control
ccd10055;13;2;3;37;control
ccd10055;14;3;4;37;control
ccd10055;15;5;11;37;control
ccd10055;16;3;7;37;control
ccd10055;17;14;27;37;control
ccd10055;18;8;9;37;control
ccd10055;19;3;218;37;control
ccd10055;20;1;3;37;control
ccd10055;21;3;19;37;control
ccd10055;22;12;270;37;control
ccd10055;23;9;358;37;control
ccd10055;24;9;417;37;control
ccd10055;25;10;381;37;control
ccd10055;26;10;372;37;control
ccd10055;27;2;42;37;control
ccd10055;28;2;4;37;control
ccd10055;29;6;61;37;control
ccd10055;30;5;179;37;control
ccd10055;31;7;322;37;control
ccd10055;32;4;285;37;control
ccd10055;33;3;415;37;control
ccd10055;34;5;282;37;control
ccd10055;35;2;135;37;control
ccd10055;36;3;382;37;control
ccd10055;37;1;0;37;control
ccd10056;0;0;0;4;control
ccd10056;1;0;0;4;control
ccd10056;2;0;0;4;control
ccd10056;3;0;0;4;control
ccd10056;4;1;2;4;control
ccd10057;0;0;0;11;control
ccd10057;1;0;0;11;control
ccd10057;2;0;0;11;control
ccd10057;3;0;0;11;control
ccd10057;4;1;8;11;control
ccd10057;5;1;0;11;control
ccd10057;6;9;36;11;control
ccd10057;7;3;10;11;control
ccd10057;8;5;176;11;control
ccd10057;9;15;49;11;control
ccd10057;10;15;212;11;control
ccd10057;11;8;265;11;control
ccd10059;0;0;0;21;control
ccd10059;1;0;0;21;control
ccd10059;2;0;0;21;control
ccd10059;3;0;0;21;control
ccd10059;4;0;0;21;control
ccd10059;5;5;11;21;control
ccd10059;6;2;4;21;control
ccd10059;7;2;3;21;control
ccd10059;8;2;4;21;control
ccd10059;9;4;12;21;control
ccd10059;10;3;6;21;control
ccd10059;11;3;5;21;control
ccd10059;12;3;6;21;control
ccd10059;13;2;4;21;control
ccd10059;14;2;2;21;control
ccd10059;15;5;11;21;control
ccd10059;16;4;10;21;control
ccd10059;17;6;26;21;control
ccd10059;18;13;120;21;control
ccd10059;19;16;353;21;control
ccd10059;20;9;194;21;control
ccd10059;21;4;53;21;control
ccd1005a;0;0;0;5;control
ccd1005a;1;0;0;5;control
ccd1005a;2;0;0;5;control
ccd1005a;3;0;0;5;control
ccd1005a;4;4;6;5;control
ccd1005a;5;4;5;5;control
ccd10060;0;0;0;26;control
ccd10060;1;0;0;26;control
ccd10060;2;0;0;26;control
ccd10060;3;0;0;26;control
ccd10060;4;0;0;26;control
ccd10060;5;1;5;26;control
ccd10060;6;1;5;26;control
ccd10060;7;1;3;26;control
ccd10060;8;2;8;26;control
ccd10060;9;3;9;26;control
ccd10060;10;6;15;26;control
ccd10060;11;4;10;26;control
ccd10060;12;12;96;26;control
ccd10060;13;1;0;26;control
ccd10060;14;2;2;26;control
ccd10060;15;11;138;26;control
ccd10060;16;3;177;26;control
ccd10060;17;3;110;26;control
ccd10060;18;5;366;26;control
ccd10060;19;7;268;26;control
ccd10060;20;3;65;26;control
ccd10060;21;7;337;26;control
ccd10060;22;8;472;26;control
ccd10060;23;4;154;26;control
ccd10060;24;6;466;26;control
ccd10060;25;4;443;26;control
ccd10060;26;12;383;26;control
ccd10061;0;0;0;8;control
ccd10061;1;0;0;8;control
ccd10061;2;0;0;8;control
ccd10061;3;0;0;8;control
ccd10061;4;1;16;8;control
ccd10061;5;1;5;8;control
ccd10061;6;2;10;8;control
ccd10061;7;1;0;8;control
ccd10061;8;1;0;8;control
ccd10066;0;0;0;20;control
ccd10066;1;0;0;20;control
ccd10066;2;0;0;20;control
ccd10066;3;0;0;20;control
ccd10066;4;0;0;20;control
ccd10066;5;1;30;20;control
ccd10066;6;1;8;20;control
ccd10066;7;1;6;20;control
ccd10066;8;5;37;20;control
ccd10066;9;3;41;20;control
ccd10066;10;7;156;20;control
ccd10066;11;6;91;20;control
ccd10066;12;10;176;20;control
ccd10066;13;10;169;20;control
ccd10066;14;4;64;20;control
ccd10066;15;5;94;20;control
ccd10066;16;10;214;20;control
ccd10066;17;8;192;20;control
ccd10066;18;7;155;20;control
ccd10066;19;4;78;20;control
ccd10066;20;9;190;20;control
ccd10069;0;0;0;24;control
ccd10069;1;0;0;24;control
ccd10069;2;0;0;24;control
ccd10069;3;0;0;24;control
ccd10069;4;2;6;24;control
ccd10069;5;1;3;24;control
ccd10069;6;1;3;24;control
ccd10069;7;1;3;24;control
ccd10069;8;4;6;24;control
ccd10069;9;3;10;24;control
ccd10069;10;4;9;24;control
ccd10069;11;15;139;24;control
ccd10069;12;7;170;24;control
ccd10069;13;4;312;24;control
ccd10069;14;6;240;24;control
ccd10069;15;6;410;24;control
ccd10069;16;4;377;24;control
ccd10069;17;9;430;24;control
ccd10069;18;7;436;24;control
ccd10069;19;8;432;24;control
ccd10069;20;2;93;24;control
ccd10069;21;8;347;24;control
ccd10069;22;10;502;24;control
ccd10069;23;9;483;24;control
ccd10069;24;4;59;24;control
ccd1006b;0;0;0;2;control
ccd1006b;1;0;0;2;control
ccd1006b;2;2;4;2;control
ccd1006d;0;0;0;9;control
ccd1006d;1;0;0;9;control
ccd1006d;2;0;0;9;control
ccd1006d;3;0;0;9;control
ccd1006d;4;3;22;9;control
ccd1006d;5;3;13;9;control
ccd1006d;6;4;12;9;control
ccd1006d;7;4;11;9;control
ccd1006d;8;3;5;9;control
ccd1006d;9;3;6;9;control
ccd1006e;0;0;0;7;control
ccd1006e;1;0;0;7;control
ccd1006e;2;0;0;7;control
ccd1006e;3;0;0;7;control
ccd1006e;4;1;16;7;control
ccd1006e;5;1;5;7;control
ccd1006e;6;2;208;7;control
ccd1006e;7;2;4;7;control
ccd1006f;0;0;0;9;control
ccd1006f;1;0;0;9;control
ccd1006f;2;0;0;9;control
ccd1006f;3;0;0;9;control
ccd1006f;4;0;0;9;control
ccd1006f;5;1;200;9;control
ccd1006f;6;3;31;9;control
ccd1006f;7;4;30;9;control
ccd1006f;8;6;23;9;control
ccd1006f;9;1;4;9;control
ccd10073;0;0;0;12;control
ccd10073;1;0;0;12;control
ccd10073;2;0;0;12;control
ccd10073;3;0;0;12;control
ccd10073;4;0;0;12;control
ccd10073;5;1;24;12;control
ccd10073;6;0;0;12;control
ccd10073;7;0;0;12;control
ccd10073;8;1;7;12;control
ccd10073;9;3;10;12;control
ccd10073;10;2;6;12;control
ccd10073;11;18;54;12;control
ccd10073;12;7;61;12;control
ccd10074;0;0;0;17;control
ccd10074;1;0;0;17;control
ccd10074;2;0;0;17;control
ccd10074;3;1;0;17;control
ccd10074;4;1;0;17;control
ccd10074;5;2;9;17;control
ccd10074;6;12;172;17;control
ccd10074;7;3;0;17;control
ccd10074;8;3;4;17;control
ccd10074;9;6;10;17;control
ccd10074;10;10;116;17;control
ccd10074;11;12;63;17;control
ccd10074;12;11;115;17;control
ccd10074;13;7;166;17;control
ccd10074;14;10;191;17;control
ccd10074;15;8;91;17;control
ccd10074;16;9;159;17;control
ccd10074;17;15;289;17;control
ccd10075;0;0;0;13;control
ccd10075;1;0;0;13;control
ccd10075;2;0;0;13;control
ccd10075;3;0;0;13;control
ccd10075;4;1;5;13;control
ccd10075;5;3;7;13;control
ccd10075;6;3;4;13;control
ccd10075;7;3;4;13;control
ccd10075;8;2;241;13;control
ccd10075;9;3;4;13;control
ccd10075;10;3;9;13;control
ccd10075;11;5;23;13;control
ccd10075;12;8;292;13;control
ccd10075;13;2;16;13;control
ccd10079;0;0;0;22;control
ccd10079;1;0;0;22;control
ccd10079;2;0;0;22;control
ccd10079;3;0;0;22;control
ccd10079;4;1;12;22;control
ccd10079;5;1;4;22;control
ccd10079;6;2;8;22;control
ccd10079;7;1;5;22;control
ccd10079;8;1;4;22;control
ccd10079;9;1;11;22;control
ccd10079;10;2;10;22;control
ccd10079;11;4;18;22;control
ccd10079;12;5;49;22;control
ccd10079;13;3;15;22;control
ccd10079;14;3;29;22;control
ccd10079;15;6;340;22;control
ccd10079;16;7;257;22;control
ccd10079;17;8;359;22;control
ccd10079;18;8;312;22;control
ccd10079;19;9;365;22;control
ccd10079;20;5;210;22;control
ccd10079;21;15;345;22;control
ccd10079;22;2;175;22;control
ccd1007a;0;0;0;15;control
ccd1007a;1;0;0;15;control
ccd1007a;2;0;0;15;control
ccd1007a;3;0;0;15;control
ccd1007a;4;1;14;15;control
ccd1007a;5;1;5;15;control
ccd1007a;6;2;10;15;control
ccd1007a;7;4;5;15;control
ccd1007a;8;3;4;15;control
ccd1007a;9;12;200;15;control
ccd1007a;10;13;184;15;control
ccd1007a;11;16;190;15;control
ccd1007a;12;13;150;15;control
ccd1007a;13;5;74;15;control
ccd1007a;14;5;76;15;control
ccd1007a;15;8;163;15;control
ccd1007c;0;0;0;6;control
ccd1007c;1;0;0;6;control
ccd1007c;2;0;0;6;control
ccd1007c;3;0;0;6;control
ccd1007c;4;0;0;6;control
ccd1007c;5;1;6;6;control
ccd1007c;6;1;4;6;control
ccd1007f;0;0;0;16;control
ccd1007f;1;0;0;16;control
ccd1007f;2;0;0;16;control
ccd1007f;3;0;0;16;control
ccd1007f;4;2;9;16;control
ccd1007f;5;1;6;16;control
ccd1007f;6;1;4;16;control
ccd1007f;7;1;3;16;control
ccd1007f;8;2;6;16;control
ccd1007f;9;3;225;16;control
ccd1007f;10;2;4;16;control
